area_code,area_name,geography,period,indicator,bedroom_occupancy,measure,unit,value
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1134
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,995
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,90
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,10
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1104
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1161
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1066
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,52
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,6
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1426
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1042
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,454
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,29
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,5
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1145
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1170
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1118
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,127
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,16
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1237
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1416
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,930
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,65
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,4
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,932
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1071
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,708
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,71
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,5
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1526
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1195
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,604
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,35
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,9
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1252
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1614
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1379
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,94
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,10
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1769
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,904
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,431
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,40
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,3
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1005
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1176
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1005
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,139
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,21
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1230
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1091
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,821
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,90
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,15
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1015
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1431
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1206
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,132
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,17
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1502
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1180
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,621
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,54
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,5
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1812
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,980
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,354
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,18
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,2
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,1237
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,1154
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,1014
