area_code,area_name,geography,period,indicator,household_rooms,measure,unit,value
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,28
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,195
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,286
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,121
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,66
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,48
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,13
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,18
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,1
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,5
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,22
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,254
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,210
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,26
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,9
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,4
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,3
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,3
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,58
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,107
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,302
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,138
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,21
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,8
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,0
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,3
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,93
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,125
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,145
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,231
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,63
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,6
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,3
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,1
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,10
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,25
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,71
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,325
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,165
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,24
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,4
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,7
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,4
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,40
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,253
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,289
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,6
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,4
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,1
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,0
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,24
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,31
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,94
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,472
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,12
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,3
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,4
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,1
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,53
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,135
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,230
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,79
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,375
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,66
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,4
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,3
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,3
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,13
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,49
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,313
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,342
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,384
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,32
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,5
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,2
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,1
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,1
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,37
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,259
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,297
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,255
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,74
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,5
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,3
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,0
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,2
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,1
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,5
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,17
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,263
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,165
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,11
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,3
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,4
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,6
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,73
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,40
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,22
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,306
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,91
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,25
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,4
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,5
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,16
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,104
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,51
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,34
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,245
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,88
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,40
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,10
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,2
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,27
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,156
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,96
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,128
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,351
