area_code,area_name,geography,period,indicator,household_tenure,measure,unit,value
E08000005,Rochdale,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,8843
E08000005,Rochdale,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,14535
E08000005,Rochdale,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,1968
E08000005,Rochdale,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,185
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns outright,Count,Households,25294
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns with a mortgage or loan,Count,Households,28774
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Shared ownership: Shared ownership,Count,Households,646
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Rents from council or Local Authority,Count,Households,13599
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,15628
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,28651
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,2202
E08000006,Salford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,323
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns outright,Count,Households,46498
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns with a mortgage or loan,Count,Households,43527
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Shared ownership: Shared ownership,Count,Households,1486
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Rents from council or Local Authority,Count,Households,9880
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,6969
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,16238
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,1954
E08000007,Stockport,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,96
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns outright,Count,Households,30363
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns with a mortgage or loan,Count,Households,30158
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Shared ownership: Shared ownership,Count,Households,320
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Rents from council or Local Authority,Count,Households,5556
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,15569
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,15489
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,1970
E08000008,Tameside,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,102
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns outright,Count,Households,33149
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns with a mortgage or loan,Count,Households,33238
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Shared ownership: Shared ownership,Count,Households,654
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Rents from council or Local Authority,Count,Households,4065
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,10354
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,13254
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,1490
E08000009,Trafford,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,65
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns outright,Count,Households,49212
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Owned: Owns with a mortgage or loan,Count,Households,45766
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Shared ownership: Shared ownership,Count,Households,655
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Rents from council or Local Authority,Count,Households,20083
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Social rented: Other social rented,Count,Households,4250
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Private landlord or letting agency,Count,Households,20040
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Private rented: Other private rented,Count,Households,2721
E08000010,Wigan,Local authority,2021-03-21,Classification of households by tenure. There is evidence of people incorrectly identifying their type of landlord as ”Council or local authority” or “Housing association”. You should add these two categories together when analysing data that uses this variable,Lives rent free,Count,Households,378
