area_code,area_name,geography,period,indicator,bedroom_occupancy,measure,unit,value
E08000003,Manchester,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,71482
E08000003,Manchester,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,80955
E08000003,Manchester,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,13605
E08000003,Manchester,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,3348
E08000004,Oldham,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,24936
E08000004,Oldham,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,33862
E08000004,Oldham,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,27346
E08000004,Oldham,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,5373
E08000004,Oldham,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,1622
E08000005,Rochdale,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,27087
E08000005,Rochdale,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,31943
E08000005,Rochdale,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,26092
E08000005,Rochdale,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,4126
E08000005,Rochdale,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,975
E08000006,Salford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,30380
E08000006,Salford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,40985
E08000006,Salford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,38428
E08000006,Salford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,4589
E08000006,Salford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,734
E08000007,Stockport,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,49051
E08000007,Stockport,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,44418
E08000007,Stockport,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,29872
E08000007,Stockport,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,2910
E08000007,Stockport,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,397
E08000008,Tameside,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,28785
E08000008,Tameside,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,37990
E08000008,Tameside,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,28646
E08000008,Tameside,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,3503
E08000008,Tameside,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,603
E08000009,Trafford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,37905
E08000009,Trafford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,32841
E08000009,Trafford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,22743
E08000009,Trafford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,2406
E08000009,Trafford,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,373
E08000010,Wigan,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +2 or more,Count,Households,52738
E08000010,Wigan,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: +1,Count,Households,55084
E08000010,Wigan,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: 0,Count,Households,31873
E08000010,Wigan,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -1,Count,Households,3051
E08000010,Wigan,Local authority,2021-03-21,"Occupancy rating based on the number of bedrooms in the household. -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of bedrooms",Occupancy rating of bedrooms: -2 or less,Count,Households,359
