area_code,area_name,geography,period,indicator,resident_category,measure,unit,value
E05000819,Altrincham,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000819,Altrincham,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,5
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,3
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,9
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,9
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,10
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,4
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,15
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,11
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,8
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,7
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,9
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,7
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,24
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,71
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,3
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,1
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,4
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,5
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,17
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,28
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,1
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,14
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,34
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,78
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,2
E05000821,Bowdon,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,2
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,2
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,8
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,10
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,1
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,3
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,12
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,32
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000822,Broadheath,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,2
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,5
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,1
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,11
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,10
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,5
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,2
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,8
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,19
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,2
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000823,Brooklands,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,5
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,10
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,11
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,3
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,1
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,2
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,3
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,12
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,19
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,5
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,11
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,27
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,13
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,4
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,3
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,9
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,4
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,1
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,2
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,4
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,9
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,10
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,7
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,3
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,0
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,1
E05000826,Davyhulme East,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,2
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,7
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,4
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,9
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,2
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,2
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,6
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,4
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,1
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000827,Davyhulme West,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,2
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,1
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,1
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,3
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,5
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,4
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,13
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,12
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,0
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,2
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,5
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,12
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,26
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,46
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,6
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
E05000828,Flixton,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staying temporarily (no usual UK address),Count,Persons,1
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 0 to 15 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 16 to 24 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 25 to 34 years,Count,Persons,1
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 35 to 49 years,Count,Persons,2
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 50 to 64 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 65 to 74 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 75 to 84 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Male: Aged 85 years and over,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 0 to 15 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 16 to 24 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 25 to 34 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 35 to 49 years,Count,Persons,1
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 50 to 64 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 65 to 74 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 75 to 84 years,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Resident: Female: Aged 85 years and over,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Staff or owner,Count,Persons,0
E05000829,Gorse Hill,Electoral ward,2021-03-21,Communal establishment residents by age and sex,Family member or partner of staff or owner,Count,Persons,0
