name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Elizabeth House,Residential homes,"35 Queens Road, Oldham",OL8 2AX,1616266435,NA,Oldham,E0800004,-2.105335,53.535656
Marland Court,Residential homes,"Marland Old Road, Rochdale",OL11 4QY,1706638449,NA,Rochdale,E0800005,-2.183827,53.603
Epworth Grange,Residential homes,"1 Chirmside Street, Bury",BL8 2BX,1617617500,http://www.mha.org.uk/ch16.aspx,Bury,E0800002,-2.321932,53.586924
Avonleigh Gardens,Residential homes,"Clyde Street, Oldham",OL1 4HT,1616275722,http://www.mha.org.uk/ch17.aspx,Oldham,E0800004,-2.086676,53.553018
Beechville,Residential homes,"653 Chorley New Road, Lostock, Bolton",BL6 4AG,1204467480,http://www.mha.org.uk/ch13.aspx,Bolton,E0800001,-2.508474,53.580308
Handsworth,Residential homes,"West Road, Bowdon, Altrincham",WA14 2LA,1619285314,http://www.mha.org.uk/ch15.aspx,Trafford,E0800009,-2.360602,53.377131
Walshaw Hall,Residential homes,"Bradshaw Road, Tottington, Bury",BL8 3PJ,1204884005,http://www.walshawhall.co.uk,Bury,E0800002,-2.348228,53.604737
Church Walk,Nursing homes,"Cavendish Road, Kirkholt, Rochdale",OL11 2QX,1706717400,NA,Rochdale,E0800005,-2.162341,53.595885
Passmonds House,Residential homes,"Edenfield Road, Rochdale",OL11 5AG,1706644483,NA,Rochdale,E0800005,-2.186224,53.622402
Laurel Bank Residential Care Home,Residential homes,"21 Knott Lane, Gee Cross, Hyde",SK14 5HZ,1613684719,NA,Tameside,E0800008,-2.074159,53.438245
Primrose Villa Care Home,Residential homes,"258-260 Preston Road, Standish, Wigan",WN6 0NY,1257421737,http://www.primrosevilla.co.uk,Wigan,E08000010,-2.672341,53.593872
SignHealth Bowfell Road,Residential homes,"SignHealth, 100 Bowfell Road, Urmston, Manchester",M41 5RR,1617478156,http://www.signhealth.org.uk,Trafford,E0800009,-2.370201,53.451021
SignHealth Claridge Road,Residential homes,"SignHealth, 1 Claridge Road, Manchester",M21 9WQ,1618604365,http://www.signhealth.org.uk,Manchester,E0800003,-2.281,53.446476
Seymour Care Home,Residential homes,"327 North Road, Clayton, Manchester",M11 4NY,1612208688,http://www.theseymourhome.co.uk,Manchester,E0800003,-2.170873,53.486207
Thames House,Nursing homes,"Thames Street, Rochdale",OL16 5NY,1706751840,NA,Rochdale,E0800005,-2.14155,53.609394
Rosemount Care Home,Residential homes,"133 Cheadle Old Road, Edgeley, Stockport",SK3 9RH,1614771572,http://www.rosemountcare.co.uk,Stockport,E0800007,-2.17849,53.398027
Bange Nursing Homes Limited t/a Bradley House Nursing Home,Nursing homes,"2 Brooklands Crescent, Sale",M33 3NB,1619732580,http://www.bangenursinghomes.com,Trafford,E0800009,-2.322919,53.417047
Royal College Manchester,Residential homes|Education disability services,"Stanley Road, Cheadle Hulme, Cheadle",SK8 6RQ,1616100100,http://www.seashelltrust.org.uk,Stockport,E0800007,-2.213788,53.3593
Royley House Care Home,Residential homes,"Lea View, Royton, Oldham",OL2 5ED,1616334848,NA,Oldham,E0800004,-2.134841,53.56233
Strathmore Nursing Home,Nursing homes|Residential homes,"51 Seymour Road, Bolton",BL1 8PT,1204309795,NA,Bolton,E0800001,-2.429165,53.598263
Dom Polski Residential Care Home,Residential homes,"18 Carlton Road, Whalley Range, Manchester",M16 8BB,1612261836,http://www.societyofchrist.co.uk,Manchester,E0800003,-2.260346,53.454397
The Vicarage Residential Care Home,Residential homes,"109 Audenshaw Road, Audenshaw, Manchester",M34 5NL,1613014766,NA,Tameside,E0800008,-2.123259,53.473412
Clarkson House Residential Care Home,Residential homes,"56 Currier Lane, Ashton Under Lyne",OL6 6TB,1613084618,NA,Tameside,E0800008,-2.085319,53.486038
Cherrytrees Care Home,Nursing homes,"Mandley Park Avenue, Salford",M7 4BZ,1617926883,NA,Salford,E0800006,-2.251216,53.509704
Care at Parkside,Residential homes,"6-8 Edward Street, Oldham",OL9 7QW,1616246113,NA,Oldham,E0800004,-2.132345,53.536546
Royal Mencap Society - 62 Wright Street,Residential homes,"Horwich, Bolton",BL6 7HY,1204694286,http://www.mencap.org.uk,Bolton,E0800001,-2.549385,53.600792
Rushes House Care Home,Residential homes,"2 St. Martins Road, Marple",SK6 7BY,1614277332,NA,Stockport,E0800007,-2.058175,53.396879
Laburnum House Shaw Limited,Residential homes,"Laburnum Avenue, Shaw, Oldham",OL2 8RS,1706847846,NA,Oldham,E0800004,-2.097288,53.573744
Bamford Close,Residential homes,"Adswood Lane West, Cale Green, Stockport",SK3 8HT,1614806712,http://www.boroughcare.org.uk,Stockport,E0800007,-2.157415,53.396592
Bryn Haven,Residential homes,"Brinnington Road, Stockport",SK5 8BS,1614302337,http://www.boroughcare.org.uk,Stockport,E0800007,-2.132367,53.427651
Bruce Lodge,Residential homes,"Turncroft Lane, Offerton, Stockport",SK1 4AU,1614298797,http://www.boroughcare.org.uk,Stockport,E0800007,-2.141141,53.40978
Cawood House,Residential homes,"Lapwing Lane, Brinnington, Stockport",SK5 8JY,1614305441,http://www.boroughcare.org.uk,Stockport,E0800007,-2.136509,53.433891
Lisburne Court,Residential homes,"Alfreton Road, Offerton, Stockport",SK2 5LU,1614830671,http://www.boroughcare.org.uk,Stockport,E0800007,-2.124173,53.394591
Marbury House,Residential homes,"Marbury Road, Heaton Chapel, Stockport",SK4 5NU,1614322825,http://www.boroughcare.org.uk,Stockport,E0800007,-2.170733,53.436312
Meadway Court,Residential homes,"Bramhall, Stockport",SK7 1JZ,1614408150,http://www.boroughcare.org.uk,Stockport,E0800007,-2.161901,53.354447
Reinbek,Residential homes,"287 Bramhall Lane, Davenport, Stockport",SK3 8TB,1614835252,http://www.boroughcare.org.uk,Stockport,E0800007,-2.152587,53.388023
Shepley House,Residential homes,"Eyam Road, Hazel grove, Stockport",SK7 6HP,1614871304,http://www.boroughcare.org.uk,Stockport,E0800007,-2.11671,53.37076
Silverdale,Residential homes,"20 Bents Avenue, Bredbury, Stockport",SK6 2LF,NA,http://www.boroughcare.org.uk,Stockport,E0800007,-2.106756,53.417304
Wellcroft,Residential homes,"75 Church Road, Gatley, Stockport",SK8 4EY,1614285361,http://www.boroughcare.org.uk,Stockport,E0800007,-2.239836,53.390423
Moorfield House,Residential homes,"132 Liverpool Road, Irlam, Manchester",M44 6FF,1617753348,http://www.moorfield-house.co.uk,Salford,E0800006,-2.413693,53.451384
Jah-Jireh Charity Homes Wigan,Nursing homes,"141 Springfield Road, Beech Hill, Wigan",WN6 7RH,1942243533,http://www.jah-jireh.org,Wigan,E08000010,-2.650412,53.557155
Firbank Nursing Home,Nursing homes,"81 Fir Road, Bramhall, Stockport",SK7 2JF,1614408725,NA,Stockport,E0800007,-2.160313,53.367456
Cale Green Nursing Home,Nursing homes,"Adswood Lane West, Cale Green, Stockport",SK3 8HZ,1614771980,NA,Stockport,E0800007,-2.158737,53.396383
Brookfield Residential Care Home Limited,Residential homes,"St Anns Road, Prestwich, Manchester",M25 9QE,1617731165,NA,Bury,E0800002,-2.286378,53.527485
Abbeydale Residential Care Home - Bury,Residential homes,"179 Bolton Road, Bury",BL8 2NR,1617615613,http://www.abbeydalecarehome.com,Bury,E0800002,-2.315748,53.590204
Outreach Community & Residential Services - 86 Meade Hill Road,Residential homes,"Prestwich, Manchester",M8 4LP,1617403256,http://www.outreach.co.uk,Bury,E0800002,-2.250482,53.525858
Highbury Court Flats,Residential homes,"443 Bury Old Road, Manchester",M25 1QP,1617730776,http://www.outreach.co.uk,Bury,E0800002,-2.273555,53.536674
Outreach Community & Residential Services - 118 Kings Road,Residential homes,"Prestwich, Manchester",M25 0FY,1617732432,http://www.outreach.co.uk,Bury,E0800002,-2.264622,53.519634
Outreach Community & Residential Services - 17 York Avenue,Residential homes,"Prestwich, Manchester",M25 0FZ,1617735053,http://www.outreach.co.uk,Bury,E0800002,-2.264152,53.519168
Fernica (Residential Care Home),Residential homes,"18-20 Kings Road, Prestwich, Manchester",M25 0LE,1617736603,NA,Bury,E0800002,-2.270288,53.518831
Chataway Nursing Home,Nursing homes,"19-21 Chataway Road, Crumpsall, Manchester",M8 5UU,1612055546,NA,Manchester,E0800003,-2.226253,53.511003
Alexandra - Oldham,Nursing homes,"71-75 Queens Road, Oldham",OL8 2BA,1616272970,NA,Oldham,E0800004,-2.100384,53.534689
Ashbourne House - Stockport,Residential homes,"147-149 Gatley Road, Gatley, Cheadle",SK8 4PD,1614911201,NA,Stockport,E0800007,-2.228761,53.391595
Oakwood Acquired Brain Injury Rehabilitation Service,Residential homes|Rehabilitation (illness/injury),"Radford Close, Offerton, Stockport",SK2 5DL,1614199139,http://www.leonardcheshire.org,Stockport,E0800007,-2.121105,53.399681
Shawe House,Nursing homes,"Pennybridge Lane, Flixton, Manchester",M41 5DX,1617487867,NA,Trafford,E0800009,-2.373763,53.446768
The Brandles,Residential homes,"23-25 Birks Drive, Bury",BL8 1JA,1617976367,NA,Bury,E0800002,-2.319719,53.609815
Parkview Residential Home,Residential homes,"54 Chorley New Road, Bolton",BL1 4AP,1204363105,NA,Bolton,E0800001,-2.44329,53.582159
Hazelbrook Christian Nursing Home,Nursing homes,"1 Albert Street, Horwich, Bolton",BL6 7AW,1204693175,NA,Bolton,E0800001,-2.547552,53.601681
The Ferns,Residential homes,"175 Walmersley Road, Bury",BL9 5DF,1617616694,http://www.parkviewbury.com,Bury,E0800002,-2.292261,53.604051
The Elms,Residential homes,"230 Walmersley Road, Bury",BL9 6NH,1617633855,http://www.parkviewbury.com,Bury,E0800002,-2.291945,53.606344
The Coppice,Residential homes,"51 Wellington Road, Altrincham",WA15 7RQ,1619294178,http://www.efitzroy.org.uk,Trafford,E0800009,-2.336017,53.39518
Chadderton Total Care Unit Limited,Nursing homes,"Middlewood Court, Chadderton, Oldham",OL9 9SR,1616270027,http://www.total-care.org.uk,Oldham,E0800004,-2.1505,53.546411
Stoneswood Residential Home,Residential homes|Homecare agencies,"Oldham Road, Delph, Oldham",OL3 5EB,1457874300,NA,Oldham,E0800004,-2.024568,53.562394
The Heathlands Village,Nursing homes,"Heathlands Drive, Prestwich, Manchester",M25 9SB,1617724800,http://www.heathlandsvillage.com,Bury,E0800002,-2.281199,53.517637
Brookvale - Prestwich,Residential homes,"Simister Lane, Prestwich, Manchester",M25 2SF,1616531767,NA,Bury,E0800002,-2.245484,53.551018
Prema Court,Nursing homes,"Clifton Court, Ayres Road, Manchester",M16 7NX,1612267698,http://www.deepdenecare.org,Trafford,E0800009,-2.258786,53.460422
Norton Street,Residential homes,"28 Norton Street, Old Trafford, Manchester",M16 7GQ,1612262979,http://www.deepdenecare.org,Trafford,E0800009,-2.263454,53.457733
Heartly Green,Residential homes,"Cutnook Lane, Irlam, Salford",M44 6JX,1617777e3,http://www.c-i-c.co.uk,Salford,E0800006,-2.414711,53.452342
Pemberton Fold,Residential homes,"Pemberton Street, Little Hulton, Salford",M38 9LR,1617025100,http://www.c-i-c.co.uk,Salford,E0800006,-2.413521,53.52811
The Dell,Residential homes,"55 Sibley Street, Gorton, Manchester",M18 8LN,1612234709,http://www.c-i-c.co.uk,Manchester,E0800003,-2.17369,53.463965
The Peele,Nursing homes,"15a Walney Road, Benchill, Wythenshawe, Manchester",M22 9TP,1614908057,http://www.c-i-c.co.uk,Manchester,E0800003,-2.259671,53.385779
Gorsey Clough Nursing Home,Nursing homes,"Harwood Road, Tottington, Bury",BL8 3PT,1204882976,http://www.gorseyclough.co.uk,Bury,E0800002,-2.355831,53.610618
Oakland House Nursing Home,Nursing homes,"290-292 Dickenson Road, Longsight, Manchester",M13 0YL,1612572395,NA,Manchester,E0800003,-2.208542,53.454175
Beechill Nursing Home,Nursing homes|Rehabilitation (substance abuse),"25 Smedley Lane, Cheetham Hill, Manchester",M8 8XB,1612050069,http://www.beechillnursinghome.co.uk,Manchester,E0800003,-2.232127,53.504250999999996
Mona Cliffe Care Home,Residential homes,"Black Stone edge Old Road, Littleborough",OL15 0JG,1706372566,NA,Rochdale,E0800005,-2.082272,53.647854
Oak Lodge Care Home,Nursing homes,"514 Bury New Road, Prestwich, Manchester",M25 3AN,1617980005,http://www.oak-lodge.com,Bury,E0800002,-2.286476,53.535233
Staley House Care Home,Residential homes,"Huddersfield Road, Stalybridge",SK15 2PT,1613048939,http://www.staleyhouse.co.uk,Tameside,E0800008,-2.046286,53.484945
Somerset House,Nursing homes,"17 Somerset Road, Heaton, Bolton",BL1 4NE,1204493126,http://www.perpetualcare.co.uk,Bolton,E0800001,-2.457737,53.58134
Hartington House,Nursing homes,"14 Hartington Road, Heaton, Bolton",BL1 4DP,1204493126,http://www.perpetualcare.co.uk,Bolton,E0800001,-2.451729,53.581687
Bowerfield House,Nursing homes,"1 Broadwood Close, Disley, Stockport",SK12 2NJ,1663764291,NA,Stockport,E0800007,-2.063885,53.363151
St James House,Residential homes,"Danes Road, Manchester",M14 5LB,1612256999,http://www.standwalk.com,Manchester,E0800003,-2.216052,53.450314
Ambleside Bank Care Home,Residential homes,"High Street (Off Ince Green Lane), Lower Ince, Wigan",WN3 4RL,1942321112,http://www.centuryhealthcare.co.uk,Wigan,E08000010,-2.614866,53.538695
Beverley Park Nursing Home,Nursing homes,"22 Sandy Lane, Stretford, Manchester",M32 9DA,1618651883,NA,Trafford,E0800009,-2.319437,53.44433
Hyde Lea,Residential homes,"49 Sharples Park, Astley Bridge, Bolton",BL1 6PG,1204419883,NA,Bolton,E0800001,-2.439786,53.601029
Withins (Breightmet) Limited,Residential homes|Homecare agencies,"38-40 Withins Lane, Breightmet, Bolton",BL2 5DZ,1204362626,http://www.withinsresidentialhome.co.uk,Bolton,E0800001,-2.390392,53.585165
Mellor Nook,Residential homes,"133-135 Moor End Road, Mellor, Stockport",SK6 5NQ,1614274293,http://www.mellornook.co.uk,Stockport,E0800007,-2.008395,53.391723
The Beeches,Residential homes,"Yew Trees Lane, Dukinfield",SK16 5BJ,1613384922,NA,Tameside,E0800008,-2.072271,53.469975
Daisy Nook House,Residential homes,"Bamburgh Drive, Ashton Under Lyne",OL7 9SX,1613431033,NA,Tameside,E0800008,-2.11549,53.497428
Fir Trees,Residential homes,"Gorse Hall Road, Dukinfield",SK16 5HN,1613382977,NA,Tameside,E0800008,-2.067304,53.473043
Greatwood House,Residential homes,"Mancunian Road, Denton, Manchester",M34 7GX,1613365324,NA,Tameside,E0800008,-2.101751,53.444534
Holme Lea,Residential homes,"Astley Road, Stalybridge",SK15 1RA,1613385187,NA,Tameside,E0800008,-2.06841,53.486013
Hurst Hall,Residential homes,"Kings Road, Ashton Under Lyne",OL6 9EG,1613304772,NA,Tameside,E0800008,-2.074841,53.500768
Hyde Nursing Home,Nursing homes,"Grange Road South, Gee Cross, Hyde",SK14 5NB,1613679467,NA,Tameside,E0800008,-2.064099,53.445747
Kingsfield Care Centre,Residential homes,"Union Road, Ashton Under Lyne",OL6 9JF,1613301853,NA,Tameside,E0800008,-2.087835,53.493522
Sandon House,Residential homes,"Market Street, Mossley, Ashton Under Lyne",OL5 0JG,1457834747,NA,Tameside,E0800008,-2.045974,53.516746
Sunnyside,Residential homes,"Sunnyside Road, Droylsden, Manchester",M43 7QE,1613701793,NA,Tameside,E0800008,-2.156297,53.489615
The Sycamores,Residential homes,"Victoria Street, Newton, Hyde",SK14 4DH,1613684297,NA,Tameside,E0800008,-2.063308,53.460632
Yew Trees,Residential homes,"Yew Trees Lane, Dukinfield",SK16 5BJ,1613383053,NA,Tameside,E0800008,-2.072271,53.469975
Westwood Lodge,Nursing homes,"Brookview, Helmsman Way, off Poolstock Lane, Wigan",WN3 5DJ,1942829999,NA,Wigan,E08000010,-2.639472,53.532373
Stamford Court,Nursing homes,"Astley Road, Stalybridge",SK15 1RA,1613039955,NA,Tameside,E0800008,-2.06841,53.486013
The Knoll,Residential homes,"109 Church Road, Urmston, Manchester",M41 9FJ,1617553818,NA,Trafford,E0800009,-2.361556,53.445324
The Fairways,Residential homes,"269 Church Road, Urmston, Manchester",M41 6EP,1617468160,http://www.knollcarepartnership.co.uk/the-fairways,Trafford,E0800009,-2.375405,53.441659
The Old Rectory,Residential homes,"195 Wigan Road, Standish, Wigan",WN6 0AE,1257421635,NA,Wigan,E08000010,-2.643655,53.573401
Norfolk House,Residential homes,"34 Norfolk House, Springfield, Wigan",WN6 7BJ,1942495777,NA,Wigan,E08000010,-2.646175,53.555474
Doves Nest Nursing Home,Nursing homes|Residential homes,"15-19 Windsor Road, Clayton Bridge, Manchester",M40 1QQ,1616817410,http://www.dovesnest.co.uk,Manchester,E0800003,-2.165586,53.494762
Woodlands Court Care Home,Residential homes,"Ash Lane, New Springs, Wigan",WN2 1EZ,1942323352,NA,Wigan,E08000010,-2.59953,53.558557
Richard House Care Home,Residential homes,"69-73 Beech Road, Cale Green, Stockport",SK3 8HD,1614296877,NA,Stockport,E0800007,-2.156521,53.394795
The Willows,Nursing homes,"1 Murray Street, Salford",M7 2DX,1617924809,NA,Salford,E0800006,-2.262665,53.503127
Oakbank Care Home,Nursing homes,"Oakbank, off Rochdale Road, Manchester",M9 5YA,1612058848,NA,Manchester,E0800003,-2.216677,53.51103
Mary & Joseph House,Residential homes|Rehabilitation (illness/injury),"217 Palmerston Street, Ancoats, Manchester",M12 6PT,1612736881,http://www.maryandjosephhouse.co.uk,Manchester,E0800003,-2.209187,53.481274
Alexandra Lodge Care Centre,Nursing homes,"355-357 Wilbraham Road, Chorlton, Manchester",M16 8NP,1618605400,NA,Manchester,E0800003,-2.252735,53.443141
Davenport Manor,Residential homes,"170 Bramhall Lane, Davenport, Stockport",SK3 8SB,1614834598,NA,Stockport,E0800007,-2.153691,53.390044
Turning Point - Birchwood Nursing Home,Nursing homes,"Lees New Road, Oldham",OL4 5PP,1616212750,http://www.turning-point.co.uk,Oldham,E0800004,-2.06648,53.533122
Starmount Villa Residential Care Home,Residential homes,"Browns Road, Bradley Fold, Bolton",BL2 6RG,1204525811,NA,Bury,E0800002,-2.371421,53.57353
Richmond Care,Nursing homes,"9 Plymouth Grove West, Manchester",M13 0AQ,1612734557,NA,Manchester,E0800003,-2.210569,53.462421
Norlands Nursing Home,Nursing homes,"Monsall Road, Newton Heath, Manchester",M40 8NQ,1612059525,NA,Manchester,E0800003,-2.208835,53.505092
Cameron House Care Home,Nursing homes,"Cameron Street, Bury",BL8 2QH,1617648571,http://www.fshc.co.uk,Bury,E0800002,-2.31464,53.593586
Ashgrove House Care Limited,Residential homes,"72 Butterworth Lane, Chadderton, Oldham",OL9 8DX,1616812183,NA,Oldham,E0800004,-2.160475,53.522757
The Cedars Rest Home Limited,Residential homes,"23 Langham Road, Bowdon, Altrincham",WA14 2HX,1619284361,http://www.caringuk.com,Trafford,E0800009,-2.355688,53.375572
Brierfields,Residential homes,"Brierley Avenue, Failsworth, Manchester",M35 9HB,1616815484,NA,Oldham,E0800004,-2.145993,53.508486
Hadfield House,Residential homes,"39-41 Queens Road, Oldham",OL8 2AX,1616200348,NA,Oldham,E0800004,-2.105335,53.535656
Springfields,Residential homes,"Springfield House, 79 Waterworks Road, Oldham",OL4 2JL,1616204794,NA,Oldham,E0800004,-2.072019,53.552129
Stoneleigh House,Residential homes,"Cooper Street, Oldham",OL4 4QS,1616245983,NA,Oldham,E0800004,-2.058944,53.538456
Alfred House Residential Care Home,Residential homes,"29-31 Horne Street, Bury",BL9 9BW,1617642442,NA,Bury,E0800002,-2.296434,53.584869
Kara House Residential Care Home,Residential homes,"29 Harboro Road, Sale",M33 5AN,1619693393,NA,Trafford,E0800009,-2.338593,53.422228
Lynwood Lodge Residential Care Home,Residential homes,"20-22 Broad Road, Sale",M33 2AL,1619737210,http://www.excelsiacare.co.uk,Trafford,E0800009,-2.315949,53.424654
Glenbank Care Home,Residential homes,"803 Chorley Old Road, Bolton",BL1 5SL,1204841349,NA,Bolton,E0800001,-2.476521,53.590237
Holmfield Care,Residential homes,"2 & 4 Darley Avenue, West Didsbury, Manchester",M20 2XF,1614341480,NA,Manchester,E0800003,-2.252268,53.422927
