area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,0
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,3
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,606
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,596
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,15
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,611
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,522
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,27
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,7
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,630
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,687
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,58
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,20
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,43
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,903
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,30
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,16
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,42
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,974
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,64
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,52
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,66
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,455
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,16
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,16
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,18
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,587
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,12
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,13
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,524
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,28
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,21
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,21
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,613
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,25
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,25
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,521
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,18
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,21
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,735
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,34
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,39
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,484
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,506
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,23
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,561
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,12
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,515
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,13
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,526
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,15
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,14
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,16
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,527
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,37
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,17
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,19
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,723
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,639
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,12
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,8
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,15
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,581
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,5
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,688
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,6
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,5
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,592
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,13
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,12
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,418
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,32
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,18
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,64
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,472
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,124
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,46
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,354
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,114
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,25
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,63
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,473
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,115
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,25
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,86
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,330
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,98
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,12
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,33
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,424
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,97
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,8
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,39
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,470
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,65
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,46
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,525
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,6
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,6
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,620
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,7
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,644
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,8
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
