area_code,area_name,geography,period,indicator,proficiency,measure,unit,value
E08000007,Stockport,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English,Count,Persons,389
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Does not apply,Count,Persons,8029
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Main language is English,Count,Persons,209879
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English very well,Count,Persons,4738
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English well,Count,Persons,4819
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English well,Count,Persons,2991
E08000008,Tameside,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English,Count,Persons,615
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Does not apply,Count,Persons,7669
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Main language is English,Count,Persons,211103
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English very well,Count,Persons,8555
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English well,Count,Persons,5017
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English well,Count,Persons,2349
E08000009,Trafford,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English,Count,Persons,359
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Does not apply,Count,Persons,10229
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Main language is English,Count,Persons,307912
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English very well,Count,Persons,4365
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Main language is not English: Can speak English well,Count,Persons,4450
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English well,Count,Persons,2067
E08000010,Wigan,Local authority,2021-03-21,Proficiency in English,Main language is not English: Cannot speak English,Count,Persons,307
