area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E05000831,Hale Central,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,49
E05000831,Hale Central,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,97
E05000831,Hale Central,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,32
E05000832,Longford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1688
E05000832,Longford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,2859
E05000832,Longford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,156
E05000832,Longford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,240
E05000832,Longford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,205
E05000833,Priory,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1779
E05000833,Priory,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,2979
E05000833,Priory,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,90
E05000833,Priory,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,142
E05000833,Priory,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,35
E05000835,Sale Moor,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1264
E05000835,Sale Moor,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,2924
E05000835,Sale Moor,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,86
E05000835,Sale Moor,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,81
E05000835,Sale Moor,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,43
E05000834,St Mary's,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1390
E05000834,St Mary's,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,3147
E05000834,St Mary's,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,112
E05000834,St Mary's,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,107
E05000834,St Mary's,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,56
E05000836,Stretford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1480
E05000836,Stretford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,2875
E05000836,Stretford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,100
E05000836,Stretford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,119
E05000836,Stretford,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,95
E05000837,Timperley,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,950
E05000837,Timperley,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,3278
E05000837,Timperley,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,68
E05000837,Timperley,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,71
E05000837,Timperley,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,16
E05000838,Urmston,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1662
E05000838,Urmston,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,3117
E05000838,Urmston,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,37
E05000838,Urmston,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,68
E05000838,Urmston,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,26
E05000839,Village,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,One-person household,Count,Households,1324
E05000839,Village,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Count,Households,2794
E05000839,Village,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Count,Households,89
E05000839,Village,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Count,Households,74
E05000839,Village,Electoral ward,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Count,Households,43
