area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E08000007,Stockport,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Frequency,Households,1355
E08000007,Stockport,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Frequency,Households,1890
E08000007,Stockport,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Frequency,Households,1002
E08000008,Tameside,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,One person household,Frequency,Households,32374
E08000008,Tameside,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Frequency,Households,63179
E08000008,Tameside,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Frequency,Households,1499
E08000008,Tameside,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Frequency,Households,1464
E08000008,Tameside,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Frequency,Households,1010
E08000009,Trafford,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,One person household,Frequency,Households,28369
E08000009,Trafford,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Frequency,Households,62314
E08000009,Trafford,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Frequency,Households,1962
E08000009,Trafford,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Frequency,Households,2339
E08000009,Trafford,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Frequency,Households,1285
E08000010,Wigan,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,One person household,Frequency,Households,43950
E08000010,Wigan,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,All household members have the same main language,Frequency,Households,96319
E08000010,Wigan,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,"Main language differs between generations, but not within partnerships",Frequency,Households,918
E08000010,Wigan,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Main language differs within partnerships,Frequency,Households,1256
E08000010,Wigan,Local authority,2021-03-21,Combination of household members speaking the same or different main languages,Any other combination of multiple main languages,Frequency,Households,662
