PublicationDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,ElectionDate,TypeofElection,ElectedBodyURI,ElectedBodyLabel,ElectoralAreaURI,ElectoralAreaLabel,CandidateSurname,CandidateForenames,CommonlyUsedSurname,CommonlyUsedForenames,PoliticalPartyURI,PoliticalPartyLabel,CandidatesDescription,VotesWon,Elected,VotesCast,EligibleElectorate,BallotsRejectedOfficialMark,BallotsRejectedMultipleVote,BallotsRejectedIdentification,BallotsRejectedInPart,BallotsRejectedUnmarked,PercentageTurnout,InfoURL,ReturningOfficer,ElectoralDept,ContactEmail,ContactTel
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000822,Broadheath,FERGUSON,Neil Leslie,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,1641,NOT ELECTED,3995,9550,0,2,0,0,10,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000822,Broadheath,SUTTON,Owain,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,152,NOT ELECTED,3995,9550,0,2,0,0,10,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000822,Broadheath,WESTERN,Denise Ailsa,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,1877,ELECTED,3995,9550,0,2,0,0,10,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000823,Brooklands,BOYES,Chris,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,1766,ELECTED,3419,7737,0,0,5,0,4,44.2,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000823,Brooklands,CARR,Serena Caris,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,1256,NOT ELECTED,3419,7737,0,0,5,0,4,44.2,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000823,Brooklands,MINNIS,Meenakshi,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,NA,287,NOT ELECTED,3419,7737,0,0,5,0,4,44.2,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000823,Brooklands,RYAN,Joseph Damien,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,100,NOT ELECTED,3419,7737,0,0,5,0,4,44.2,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,JOHNSON,Thea Victoria,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,98,NOT ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,JONES,Steve,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Independence Party,NA,290,NOT ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,ROGERS,Graham Peter,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,NA,64,NOT ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,RUDDEN,Tony,NA,NA,NA,Independent,NA,517,NOT ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,TURNER,Geoff,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,371,NOT ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000824,Bucklow-St Martins,WRIGHT,James Alexander,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,835,ELECTED,2177,6659,0,0,0,0,2,32.7,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000825,Clifford,FINNEY,Alex,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,195,NOT ELECTED,2998,7437,0,0,5,0,9,40.3,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000825,Clifford,MAYO,Jess,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,351,NOT ELECTED,2998,7437,0,0,5,0,9,40.3,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000825,Clifford,STENNETT,Whit,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,2374,ELECTED,2998,7437,0,0,5,0,9,40.3,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000825,Clifford,WRIGHT,Simon Andrew,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,NA,63,NOT ELECTED,2998,7437,0,0,5,0,9,40.3,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000826,Davyhulme East,BLACKBURN,Linda Louise,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,1401,ELECTED,3112,7444,0,4,0,0,7,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000826,Davyhulme East,DILLON,Jayne Elizabeth,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,1172,NOT ELECTED,3112,7444,0,4,0,0,7,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000826,Davyhulme East,KIERMAN,David Joseph,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,NA,79,NOT ELECTED,3112,7444,0,4,0,0,7,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000826,Davyhulme East,ROYLE,Ian,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Independence Party,NA,321,NOT ELECTED,3112,7444,0,4,0,0,7,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000826,Davyhulme East,TENNANT,Steven Roy,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,128,NOT ELECTED,3112,7444,0,4,0,0,7,41.8,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000827,Davyhulme West,CARR,Sally,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,NA,1047,NOT ELECTED,3065,7456,0,1,0,0,0,41.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000827,Davyhulme West,EISEN,James Adam,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,NA,62,NOT ELECTED,3065,7456,0,1,0,0,0,41.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000827,Davyhulme West,REGAN,Paul John,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Independence Party,NA,388,NOT ELECTED,3065,7456,0,1,0,0,0,41.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000827,Davyhulme West,SHAW,Brian,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,1468,ELECTED,3065,7456,0,1,0,0,0,41.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000827,Davyhulme West,SYRETT,Paul Barry,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,NA,97,NOT ELECTED,3065,7456,0,1,0,0,0,41.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000828,Flixton,BAYLEY-SANDERSON,Mike,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Independence Party,NA,422,NOT ELECTED,3560,8080,0,1,1,0,0,44.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
2021-05-11,http://opendatacommunities.org/id/metropolitan-district-council/trafford,Trafford,http://id.esd.org.uk/service/721,Election Results,2016-05-05,DistrictAndBorough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Trafford Council,http://statistics.data.gov.uk/id/statistical-geography/E05000828,Flixton,LALLY,Paul Michael David,NA,NA,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative Party,NA,1475,ELECTED,3560,8080,0,1,1,0,0,44.1,https://www.trafford.gov.uk/about-your-council/elections/elections.aspx,Theresa Grant,Electoral Services,elections@trafford.gov.uk,0800 0234 206
