area_code,area_name,geography,period,indicator,disability_category,measure,unit,value
E08000003,Manchester,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,424902
E08000004,Oldham,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,20804
E08000004,Oldham,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,23445
E08000004,Oldham,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,13607
E08000004,Oldham,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,184231
E08000005,Rochdale,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,20069
E08000005,Rochdale,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,22498
E08000005,Rochdale,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,13075
E08000005,Rochdale,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,168131
E08000006,Salford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,23101
E08000006,Salford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,26717
E08000006,Salford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,16785
E08000006,Salford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,203321
E08000007,Stockport,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,22708
E08000007,Stockport,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,30785
E08000007,Stockport,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,22811
E08000007,Stockport,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,218469
E08000008,Tameside,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,21138
E08000008,Tameside,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,25071
E08000008,Tameside,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,15119
E08000008,Tameside,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,169743
E08000009,Trafford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,15919
E08000009,Trafford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,21631
E08000009,Trafford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,16996
E08000009,Trafford,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,180506
E08000010,Wigan,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,30547
E08000010,Wigan,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,35321
E08000010,Wigan,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,22739
E08000010,Wigan,Local authority,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,240723
