area_code,area_name,geography,period,indicator,unpaid_care,measure,unit,value
E08000006,Salford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 20 to 49 hours unpaid care a week,Percentage,Persons,2.1
E08000006,Salford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 50 or more hours unpaid care a week,Percentage,Persons,3.3
E08000007,Stockport,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides no unpaid care,Percentage,Persons,90.6
E08000007,Stockport,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 19 or less hours unpaid care a week,Percentage,Persons,5
E08000007,Stockport,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 20 to 49 hours unpaid care a week,Percentage,Persons,1.8
E08000007,Stockport,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 50 or more hours unpaid care a week,Percentage,Persons,2.7
E08000008,Tameside,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides no unpaid care,Percentage,Persons,90.3
E08000008,Tameside,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 19 or less hours unpaid care a week,Percentage,Persons,4.3
E08000008,Tameside,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 20 to 49 hours unpaid care a week,Percentage,Persons,2.2
E08000008,Tameside,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 50 or more hours unpaid care a week,Percentage,Persons,3.2
E08000009,Trafford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides no unpaid care,Percentage,Persons,91.3
E08000009,Trafford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 19 or less hours unpaid care a week,Percentage,Persons,4.6
E08000009,Trafford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 20 to 49 hours unpaid care a week,Percentage,Persons,1.7
E08000009,Trafford,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 50 or more hours unpaid care a week,Percentage,Persons,2.4
E08000010,Wigan,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides no unpaid care,Percentage,Persons,89.9
E08000010,Wigan,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 19 or less hours unpaid care a week,Percentage,Persons,4.4
E08000010,Wigan,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 20 to 49 hours unpaid care a week,Percentage,Persons,2.3
E08000010,Wigan,Local authority,2021-03-21,"Estimates that classify usual residents by the number of hours of unpaid care they provide. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",Provides 50 or more hours unpaid care a week,Percentage,Persons,3.4
