area_code,area_name,geography,period,indicator,general_health,measure,unit,value
E05000822,Broadheath,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,4367
E05000822,Broadheath,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1354
E05000822,Broadheath,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,346
E05000822,Broadheath,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,106
E05000823,Brooklands,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5853
E05000823,Brooklands,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3263
E05000823,Brooklands,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1059
E05000823,Brooklands,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,264
E05000823,Brooklands,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,83
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4604
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3153
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1495
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,632
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,223
E05000825,Clifford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6677
E05000825,Clifford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,4247
E05000825,Clifford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1608
E05000825,Clifford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,641
E05000825,Clifford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,201
E05000826,Davyhulme East,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4771
E05000826,Davyhulme East,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3110
E05000826,Davyhulme East,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1210
E05000826,Davyhulme East,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,379
E05000826,Davyhulme East,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,114
E05000827,Davyhulme West,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5112
E05000827,Davyhulme West,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3272
E05000827,Davyhulme West,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1269
E05000827,Davyhulme West,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,397
E05000827,Davyhulme West,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,113
E05000828,Flixton,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5463
E05000828,Flixton,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3464
E05000828,Flixton,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1308
E05000828,Flixton,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,417
E05000828,Flixton,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,140
E05000829,Gorse Hill,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5978
E05000829,Gorse Hill,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,4061
E05000829,Gorse Hill,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1494
E05000829,Gorse Hill,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,490
E05000829,Gorse Hill,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,155
E05000830,Hale Barns,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5812
E05000830,Hale Barns,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2971
E05000830,Hale Barns,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1009
E05000830,Hale Barns,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,258
E05000830,Hale Barns,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,82
E05000831,Hale Central,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6792
E05000831,Hale Central,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2719
E05000831,Hale Central,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,705
E05000831,Hale Central,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,180
E05000831,Hale Central,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,41
E05000832,Longford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6428
E05000832,Longford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,4141
E05000832,Longford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1656
E05000832,Longford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,535
E05000832,Longford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,139
E05000833,Priory,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6201
E05000833,Priory,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3431
E05000833,Priory,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1123
E05000833,Priory,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,322
E05000833,Priory,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,90
E05000835,Sale Moor,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5487
E05000835,Sale Moor,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3332
E05000835,Sale Moor,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1313
E05000835,Sale Moor,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,413
E05000835,Sale Moor,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,121
E05000834,St Mary's,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6019
E05000834,St Mary's,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3639
E05000834,St Mary's,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1467
E05000834,St Mary's,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,536
E05000834,St Mary's,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,151
E05000836,Stretford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5670
E05000836,Stretford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3712
E05000836,Stretford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1446
E05000836,Stretford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,519
E05000836,Stretford,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,131
E05000837,Timperley,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,6452
E05000837,Timperley,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3424
E05000837,Timperley,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1107
E05000837,Timperley,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,269
E05000837,Timperley,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,69
E05000838,Urmston,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5596
E05000838,Urmston,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3605
E05000838,Urmston,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1422
E05000838,Urmston,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,447
E05000838,Urmston,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,132
E05000839,Village,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5305
E05000839,Village,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3313
E05000839,Village,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1325
E05000839,Village,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,414
E05000839,Village,Electoral ward,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,168
