area_code,area_name,geography,period,indicator,disability_category,measure,unit,value
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,591
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6825
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,740
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,789
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,455
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6692
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,627
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,811
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,664
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6291
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,532
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,756
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,584
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6783
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,667
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,886
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,630
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6013
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,626
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,769
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,447
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,5082
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,680
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,826
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,567
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,5174
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,517
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,682
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,614
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,5227
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,625
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,872
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,593
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6263
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,517
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,738
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,686
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6610
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,529
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,629
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,465
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,5021
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,436
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,684
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,687
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6217
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,472
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,846
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,774
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,7443
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,493
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,780
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,673
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6111
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,972
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,1028
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,449
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,5740
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,673
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,786
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,580
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6077
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,724
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,869
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,679
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,7078
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,440
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,642
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,671
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6939
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,389
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,684
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,630
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6583
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,772
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,884
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,550
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6195
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,391
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,633
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,643
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,6071
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,475
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,720
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,712
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,8198
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,511
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,775
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,714
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,7514
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,258
