area_code,area_name,geography,period,indicator,unpaid_care,measure,unit,value
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6242
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,263
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,81
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,52
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,63
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,163
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6063
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,264
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,80
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,39
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,47
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,186
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7232
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,269
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,102
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,64
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,76
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,169
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7364
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,288
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,88
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,42
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,61
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,119
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,5697
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,183
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,88
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,64
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,58
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,179
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6946
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,261
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,81
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,50
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,51
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,157
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,8353
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,273
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,83
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,53
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,71
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,142
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7011
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,298
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,107
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,68
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,42
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,193
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6843
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,189
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,93
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,105
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,104
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,306
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6903
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,206
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,99
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,91
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,74
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,209
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,8047
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,244
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,89
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,68
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,97
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,210
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7590
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,301
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,85
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,43
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,40
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,134
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7163
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,322
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,98
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,51
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,55
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,154
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7270
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,255
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,116
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,75
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,61
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,222
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6710
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,290
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,83
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,54
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,63
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,159
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,8794
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,279
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,88
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,47
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,63
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,157
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,8342
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,326
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,99
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,73
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,47
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,150
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,7061
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,310
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,91
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,39
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,37
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,104
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,6852
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,285
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,87
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,53
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,55
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,132
