area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,37
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,33
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,31
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,29
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,27
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,25
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,24
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,24
E08000009,Trafford,All licensed battery electric vehicles (BEV),2021,2,2021-06-30,746
E08000009,Trafford,All licensed battery electric vehicles (BEV),2021,1,2021-03-31,645
E08000009,Trafford,All licensed battery electric vehicles (BEV),2020,4,2020-12-31,571
E08000009,Trafford,All licensed battery electric vehicles (BEV),2020,3,2020-09-30,474
E08000009,Trafford,All licensed battery electric vehicles (BEV),2020,2,2020-06-30,406
E08000009,Trafford,All licensed battery electric vehicles (BEV),2020,1,2020-03-31,393
E08000009,Trafford,All licensed battery electric vehicles (BEV),2019,4,2019-12-31,347
E08000009,Trafford,All licensed battery electric vehicles (BEV),2019,3,2019-09-30,305
E08000009,Trafford,All licensed battery electric vehicles (BEV),2019,2,2019-06-30,253
E08000009,Trafford,All licensed battery electric vehicles (BEV),2019,1,2019-03-31,234
E08000009,Trafford,All licensed battery electric vehicles (BEV),2018,4,2018-12-31,223
E08000009,Trafford,All licensed battery electric vehicles (BEV),2018,3,2018-09-30,212
E08000009,Trafford,All licensed battery electric vehicles (BEV),2018,2,2018-06-30,198
E08000009,Trafford,All licensed battery electric vehicles (BEV),2018,1,2018-03-31,181
E08000009,Trafford,All licensed battery electric vehicles (BEV),2017,4,2017-12-31,171
E08000009,Trafford,All licensed battery electric vehicles (BEV),2017,3,2017-09-30,166
E08000009,Trafford,All licensed battery electric vehicles (BEV),2017,2,2017-06-30,151
E08000009,Trafford,All licensed battery electric vehicles (BEV),2017,1,2017-03-31,141
E08000009,Trafford,All licensed battery electric vehicles (BEV),2016,4,2016-12-31,121
E08000009,Trafford,All licensed battery electric vehicles (BEV),2016,3,2016-09-30,109
E08000009,Trafford,All licensed battery electric vehicles (BEV),2016,2,2016-06-30,99
E08000009,Trafford,All licensed battery electric vehicles (BEV),2016,1,2016-03-31,97
E08000009,Trafford,All licensed battery electric vehicles (BEV),2015,4,2015-12-31,81
E08000009,Trafford,All licensed battery electric vehicles (BEV),2015,3,2015-09-30,68
E08000009,Trafford,All licensed battery electric vehicles (BEV),2015,2,2015-06-30,63
E08000009,Trafford,All licensed battery electric vehicles (BEV),2015,1,2015-03-31,52
E08000009,Trafford,All licensed battery electric vehicles (BEV),2014,4,2014-12-31,43
E08000009,Trafford,All licensed battery electric vehicles (BEV),2014,3,2014-09-30,42
E08000009,Trafford,All licensed battery electric vehicles (BEV),2014,2,2014-06-30,38
E08000009,Trafford,All licensed battery electric vehicles (BEV),2014,1,2014-03-31,35
E08000009,Trafford,All licensed battery electric vehicles (BEV),2013,4,2013-12-31,31
E08000009,Trafford,All licensed battery electric vehicles (BEV),2013,3,2013-09-30,32
E08000009,Trafford,All licensed battery electric vehicles (BEV),2013,2,2013-06-30,29
E08000009,Trafford,All licensed battery electric vehicles (BEV),2013,1,2013-03-31,26
E08000009,Trafford,All licensed battery electric vehicles (BEV),2012,4,2012-12-31,25
E08000009,Trafford,All licensed battery electric vehicles (BEV),2012,3,2012-09-30,23
E08000009,Trafford,All licensed battery electric vehicles (BEV),2012,2,2012-06-30,23
E08000009,Trafford,All licensed battery electric vehicles (BEV),2012,1,2012-03-31,24
E08000009,Trafford,All licensed battery electric vehicles (BEV),2011,4,2011-12-31,24
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2021,2,2021-06-30,562
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2021,1,2021-03-31,480
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2020,4,2020-12-31,425
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2020,3,2020-09-30,377
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2020,2,2020-06-30,321
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2020,1,2020-03-31,315
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2019,4,2019-12-31,291
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2019,3,2019-09-30,281
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2019,2,2019-06-30,254
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2019,1,2019-03-31,237
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2018,4,2018-12-31,216
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2018,3,2018-09-30,209
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2018,2,2018-06-30,181
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2018,1,2018-03-31,157
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2017,4,2017-12-31,139
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2017,3,2017-09-30,124
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2017,2,2017-06-30,107
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2017,1,2017-03-31,93
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2016,4,2016-12-31,79
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2016,3,2016-09-30,78
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2016,2,2016-06-30,102
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2016,1,2016-03-31,86
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2015,4,2015-12-31,67
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2015,3,2015-09-30,55
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2015,2,2015-06-30,43
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2015,1,2015-03-31,30
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2014,4,2014-12-31,20
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2014,3,2014-09-30,6
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2014,2,2014-06-30,6
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2014,1,2014-03-31,5
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2013,4,2013-12-31,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2013,3,2013-09-30,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2013,2,2013-06-30,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2013,1,2013-03-31,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2012,4,2012-12-31,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2012,3,2012-09-30,NA
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2012,2,2012-06-30,0
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2012,1,2012-03-31,0
E08000009,Trafford,All licensed plug-in hybrid electric vehicles (PHEV),2011,4,2011-12-31,0
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,946
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,818
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,741
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,658
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,567
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,551
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,497
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,461
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,406
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,373
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,340
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,320
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,290
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,252
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,238
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,218
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,189
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,167
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,141
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,125
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,103
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,89
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,71
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,56
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,44
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,34
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,26
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,20
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,17
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,14
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,11
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,12
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,11
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,9
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,6
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,5
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,NA
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,NA
E08000009,Trafford,Private licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,6
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2021,2,2021-06-30,476
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2021,1,2021-03-31,421
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2020,4,2020-12-31,377
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2020,3,2020-09-30,332
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2020,2,2020-06-30,288
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2020,1,2020-03-31,279
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2019,4,2019-12-31,240
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2019,3,2019-09-30,216
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2019,2,2019-06-30,183
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2019,1,2019-03-31,167
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2018,4,2018-12-31,158
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2018,3,2018-09-30,147
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2018,2,2018-06-30,139
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2018,1,2018-03-31,127
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2017,4,2017-12-31,122
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2017,3,2017-09-30,118
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2017,2,2017-06-30,106
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2017,1,2017-03-31,101
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2016,4,2016-12-31,86
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2016,3,2016-09-30,76
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2016,2,2016-06-30,62
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2016,1,2016-03-31,58
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2015,4,2015-12-31,47
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2015,3,2015-09-30,38
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2015,2,2015-06-30,30
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2015,1,2015-03-31,21
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2014,4,2014-12-31,16
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2014,3,2014-09-30,15
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2014,2,2014-06-30,12
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2014,1,2014-03-31,10
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2013,4,2013-12-31,7
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2013,3,2013-09-30,8
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2013,2,2013-06-30,7
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2013,1,2013-03-31,5
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2012,4,2012-12-31,NA
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2012,3,2012-09-30,NA
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2012,2,2012-06-30,NA
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2012,1,2012-03-31,NA
E08000009,Trafford,Private licensed battery electric vehicles (BEV),2011,4,2011-12-31,6
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2021,2,2021-06-30,423
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2021,1,2021-03-31,355
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2020,4,2020-12-31,319
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2020,3,2020-09-30,283
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2020,2,2020-06-30,237
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2020,1,2020-03-31,228
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2019,4,2019-12-31,213
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2019,3,2019-09-30,203
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2019,2,2019-06-30,183
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2019,1,2019-03-31,169
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2018,4,2018-12-31,147
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2018,3,2018-09-30,139
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2018,2,2018-06-30,121
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2018,1,2018-03-31,98
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2017,4,2017-12-31,89
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2017,3,2017-09-30,75
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2017,2,2017-06-30,63
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2017,1,2017-03-31,50
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2016,4,2016-12-31,42
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2016,3,2016-09-30,39
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2016,2,2016-06-30,33
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2016,1,2016-03-31,26
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2015,4,2015-12-31,19
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2015,3,2015-09-30,14
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2015,2,2015-06-30,12
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2015,1,2015-03-31,11
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2014,4,2014-12-31,8
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2014,3,2014-09-30,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2014,2,2014-06-30,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2014,1,2014-03-31,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2013,4,2013-12-31,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2013,3,2013-09-30,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2013,2,2013-06-30,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2013,1,2013-03-31,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2012,4,2012-12-31,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2012,3,2012-09-30,NA
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2012,2,2012-06-30,0
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2012,1,2012-03-31,0
E08000009,Trafford,Private licensed plug-in hybrid electric vehicles (PHEV),2011,4,2011-12-31,0
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,412
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,351
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,301
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,237
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,204
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,203
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,187
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,169
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,143
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,137
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,136
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,138
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,122
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,116
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,103
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,101
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,93
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,88
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,77
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,77
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,118
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,107
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,88
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,77
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,68
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,54
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,43
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,32
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,30
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,28
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,25
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,25
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,22
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,22
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,23
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,22
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,22
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,20
E08000009,Trafford,Company licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,18
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2021,2,2021-06-30,270
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2021,1,2021-03-31,224
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2020,4,2020-12-31,194
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2020,3,2020-09-30,142
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2020,2,2020-06-30,118
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2020,1,2020-03-31,114
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2019,4,2019-12-31,107
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2019,3,2019-09-30,89
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2019,2,2019-06-30,70
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2019,1,2019-03-31,67
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2018,4,2018-12-31,65
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2018,3,2018-09-30,65
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2018,2,2018-06-30,59
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2018,1,2018-03-31,54
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2017,4,2017-12-31,49
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2017,3,2017-09-30,48
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2017,2,2017-06-30,45
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2017,1,2017-03-31,40
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2016,4,2016-12-31,35
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2016,3,2016-09-30,33
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2016,2,2016-06-30,37
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2016,1,2016-03-31,39
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2015,4,2015-12-31,34
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2015,3,2015-09-30,30
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2015,2,2015-06-30,33
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2015,1,2015-03-31,31
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2014,4,2014-12-31,27
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2014,3,2014-09-30,27
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2014,2,2014-06-30,26
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2014,1,2014-03-31,25
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2013,4,2013-12-31,24
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2013,3,2013-09-30,24
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2013,2,2013-06-30,22
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2013,1,2013-03-31,21
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2012,4,2012-12-31,21
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2012,3,2012-09-30,20
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2012,2,2012-06-30,21
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2012,1,2012-03-31,20
E08000009,Trafford,Company licensed battery electric vehicles (BEV),2011,4,2011-12-31,18
