area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,256
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,195
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,187
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,210
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,256
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,239
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,171
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,156
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,156
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,99
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,91
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,48
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,20
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,14
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,12
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,10
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,9
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,8
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,9
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,8
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,7
E08000002,Bury,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,8
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,1279
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,1105
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,982
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,882
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,760
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,741
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,693
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,638
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,569
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,520
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,480
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,450
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,423
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,399
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,364
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,313
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,289
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,273
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,245
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,244
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,222
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,177
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,153
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,145
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,127
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,121
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,104
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,96
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,83
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,73
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,57
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,57
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,51
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,47
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,43
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,41
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,34
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,37
E08000003,Manchester,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,38
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,597
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,518
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,456
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,406
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,356
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,344
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,289
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,260
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,236
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,232
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,214
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,214
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,189
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,182
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,172
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,160
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,156
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,151
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,147
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,143
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,141
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,136
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,128
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,109
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,93
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,86
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,71
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,64
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,41
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,28
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,25
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,24
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,21
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,21
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,20
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,18
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,17
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,14
E08000004,Oldham,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,16
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,673
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,577
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,514
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,470
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,412
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,406
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,372
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,337
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,295
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,284
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,259
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,242
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,219
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,203
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,183
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,178
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,156
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,138
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,123
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,119
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,107
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,94
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,73
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,62
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,56
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,43
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,35
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,29
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,25
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,18
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,15
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,13
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,12
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,10
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,7
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,8
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,7
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,6
E08000005,Rochdale,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,6
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,746
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,644
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,574
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,536
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,469
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,439
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,412
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,394
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,364
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,360
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,343
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,324
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,301
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,292
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,273
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,270
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,271
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,266
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,250
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,247
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,240
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,230
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,212
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,211
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,203
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,204
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,199
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,189
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,177
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,172
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,165
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,151
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,114
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,83
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,87
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,87
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,85
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,78
E08000006,Salford,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,75
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,39646
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,34767
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,31110
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,26697
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,866
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,841
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,730
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,678
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,615
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,577
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,544
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,500
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,448
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,417
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,360
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,343
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,298
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,259
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,229
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,211
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,186
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,177
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,149
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,139
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,123
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,110
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,90
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,75
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,58
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,53
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,48
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,53
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,44
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,41
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,40
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,37
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,31
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,27
E08000007,Stockport,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,27
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,521
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,446
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,389
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,355
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,301
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2020,1,2020-03-31,297
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2019,4,2019-12-31,275
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2019,3,2019-09-30,245
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2019,2,2019-06-30,229
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2019,1,2019-03-31,217
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2018,4,2018-12-31,204
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2018,3,2018-09-30,192
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2018,2,2018-06-30,179
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2018,1,2018-03-31,162
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2017,4,2017-12-31,154
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2017,3,2017-09-30,142
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2017,2,2017-06-30,119
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2017,1,2017-03-31,109
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2016,4,2016-12-31,99
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2016,3,2016-09-30,94
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2016,2,2016-06-30,91
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2016,1,2016-03-31,82
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2015,4,2015-12-31,66
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2015,3,2015-09-30,60
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2015,2,2015-06-30,46
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2015,1,2015-03-31,36
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2014,4,2014-12-31,31
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2014,3,2014-09-30,18
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2014,2,2014-06-30,16
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2014,1,2014-03-31,12
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2013,4,2013-12-31,12
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2013,3,2013-09-30,11
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2013,2,2013-06-30,11
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2013,1,2013-03-31,12
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2012,4,2012-12-31,12
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2012,3,2012-09-30,11
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2012,2,2012-06-30,15
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2012,1,2012-03-31,12
E08000008,Tameside,All licensed ultra low emission vehicles (ULEV),2011,4,2011-12-31,9
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2021,2,2021-06-30,1358
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2021,1,2021-03-31,1169
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2020,4,2020-12-31,1042
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2020,3,2020-09-30,895
E08000009,Trafford,All licensed ultra low emission vehicles (ULEV),2020,2,2020-06-30,771
