area_code,area_name,geography,period,indicator,sexual_orientation,measure,unit,value
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,159
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,88
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,25
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,415
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6106
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,133
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,74
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,18
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,393
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,4801
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,74
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,52
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,7
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,284
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5818
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,106
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,64
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,13
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,365
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6829
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,147
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,116
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,34
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,477
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5998
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,69
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,43
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,12
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,417
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5658
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,77
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,51
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,12
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,417
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5719
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,107
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,49
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,16
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,350
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6450
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,105
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,58
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,21
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,447
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6199
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,80
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,47
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,12
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,418
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6107
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,62
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,49
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,12
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,305
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6031
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,72
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,82
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,12
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,412
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5756
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,54
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,32
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,9
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,324
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,7143
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,123
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,68
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,21
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,469
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6943
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,112
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,76
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,23
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,515
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5736
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,92
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,46
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,14
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,377
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,5800
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,64
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,51
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,8
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,390
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Straight or Heterosexual,Count,Persons,6036
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Gay or Lesbian,Count,Persons,38
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Bisexual,Count,Persons,22
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),All other sexual orientations,Count,Persons,8
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Sexual orientation of usual residents (voluntary question only asked of people aged 16 years and over),Not answered,Count,Persons,364
