area_code,area_name,geography,period,indicator,student_status,measure,unit,value
E01034000,Trafford 001G,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,865
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,363
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1170
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,265
E01006116,Trafford 002A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,977
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,317
E01006117,Trafford 002B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1279
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,227
E01006118,Trafford 002C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1163
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,292
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1249
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,248
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1129
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,405
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1263
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,492
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1547
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,469
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1945
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,538
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1665
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,357
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1146
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,391
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1203
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,290
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1154
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,488
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1446
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,392
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1278
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,289
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1399
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,303
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1297
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,246
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1166
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,324
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1489
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,270
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1180
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,315
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1327
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,353
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1236
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,469
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1272
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,342
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1174
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,354
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1282
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,262
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1165
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,376
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1346
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,272
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1200
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,313
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1345
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,257
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1196
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,348
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1242
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,329
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1289
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,307
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1387
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,280
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1310
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,214
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1182
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,244
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1208
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,196
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1224
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,235
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1126
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,208
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1027
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,240
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1102
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,201
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1110
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,195
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1163
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,283
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1108
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,231
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1046
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,357
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1275
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,325
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Not a student,Count,Persons,1255
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,"Whether a person aged 5 years and over was in full-time education on Census Day, 21 March 2021. This includes schoolchildren and adults in full-time education. Schoolchildren and students in full-time education studying away from home are treated as usually resident at their term-time address",Student,Count,Persons,265
