id,name,address,postcode,ward_code,ward_name,la_code,la_name,lon,lat
4327,Main Hall Peel Brow School,"Fir Street, Ramsbottom",BL0 0BJ,E05000681,Ramsbottom,E08000002,Bury,-2.309206,53.647925
4483,St Mary`s RC Infant School,"Belgrave Street, Radcliffe",M26 4DG,E05000678,Radcliffe East,E08000002,Bury,-2.331939,53.566592
4404,Nursery Unit,"St John with St Mark CE Primary School, Athlone Avenue, Bury",BL9 5EE,E05000675,Moorside,E08000002,Bury,-2.294856,53.603398
4416,St Thomas Church,"Rochdale Road, Bury",BL9 7BY,E05000672,East,E08000002,Bury,-2.281258,53.592447
4451,Parkhills Community Centre,"Horne Street Entrance, Off Parkhills Road, Bury",BL9 9BW,E05000682,Redvales,E08000002,Bury,-2.296434,53.584869
4350,Greenmount Old School,"Brandlesholme Road, Greenmount, Bury",BL8 4DS,E05000676,North Manor,E08000002,Bury,-2.337432,53.625107
4408,Topping Fold Community Centre,"Topping Fold Road, Bury",BL9 7NQ,E05000672,East,E08000002,Bury,-2.268392,53.59822
4392,St Paul`s CEP School,"Porritt Street, Via Huntley Mount Road, Bury",BL9 6LJ,E05000675,Moorside,E08000002,Bury,-2.279877,53.600683
4504,Mobile Van On Playing Field,"Junction of Sycamore Avenue, And Chestnut Grove, Outwood, Radcliffe",M26 1DG,E05000680,Radcliffe West,E08000002,Bury,-2.334474,53.549184
4491,Dobbies Sports and Social Club,"Bradley Fold Road, Bradley Fold, Bolton",BL2 6RL,E05000679,Radcliffe North,E08000002,Bury,-2.360215,53.574906
4481,Radcliffe Library,"Stand Lane, Radcliffe",M26 1WR,E05000678,Radcliffe East,E08000002,Bury,-2.323042,53.558087
4474,St Marys Catholic Social Club,"Pine Street, Radcliffe",M26 2WQ,E05000678,Radcliffe East,E08000002,Bury,-2.319809,53.56383
4496,Trinity Baptist Church,"Westminster Avenue, Radcliffe, Manchester",M26 3WD,E05000679,Radcliffe North,E08000002,Bury,-2.347572,53.567303
4545,Prestwich Arts College,"Heys Road, Prestwich",M25 1JZ,E05000674,Holyrood,E08000002,Bury,-2.279725,53.534251
4334,Hazlehurst County Primary School,"Geoffrey Street, Ramsbottom",BL0 9PQ,E05000681,Ramsbottom,E08000002,Bury,-2.328409,53.638922
4559,Our Lady of Grace Old School,"Fairfax Road, Prestwich, Manchester",M25 1AS,E05000683,St Mary's,E08000002,Bury,-2.284942,53.533968
4370,St Hilda`s Parish Hall,"Victoria Street, Tottington",BL8 4AG,E05000685,Tottington,E08000002,Bury,-2.3447,53.615343
4553,Butterstile CP School,"School Grove, Prestwich",M25 9RJ,E05000683,St Mary's,E08000002,Bury,-2.28769,53.520714
4524,Mersey Drive CP School,"Mersey Drive, Whitefield, Manchester",M45 8LN,E05000670,Besses,E08000002,Bury,-2.274975,53.555448
4578,Pinfold Day Care Centre,"Pinfold Lane, Whitefield",M45 7NY,E05000677,Pilkington Park,E08000002,Bury,-2.294976,53.547219
4488,Ainsworth Parish Church Hall,"Church Street, Ainsworth, Bolton",BL2 5RD,E05000679,Radcliffe North,E08000002,Bury,-2.353156,53.588643
4567,Mobile Van At,"Corner of Bury New Road, And Portugal Road, Prestwich",M25 9WP,E05000684,Sedgley,E08000002,Bury,-2.27348,53.520289
4356,Hawkshaw Methodist Church Hall,"Bolton Road, Hawkshaw, Bury",BL8 4JR,E05000676,North Manor,E08000002,Bury,-2.366971,53.631269
4535,Lady Wilton Hall,"Nutt Lane, Simister, Prestwich",M25 2SJ,E05000674,Holyrood,E08000002,Bury,-2.251144,53.548552
4531,Besses O`th barn United Reformed Church,"Bury New Road, Whitefield, Manchester",M45 7EL,E05000670,Besses,E08000002,Bury,-2.289825,53.542099
4406,Fairfield CP School,"Rochdale Old Road, Bury",BL9 7SD,E05000672,East,E08000002,Bury,-2.262752,53.599994
4448,St Peters CEP School,"Whitefield Road Entrance, Bury",BL9 9PW,E05000682,Redvales,E08000002,Bury,-2.302272,53.577698
4353,Greenmount Cricket Club,"Brandlesholme Road, Bury",BL8 4DS,E05000676,North Manor,E08000002,Bury,-2.337432,53.625107
4463,Sunnybank Community Centre,"248 Sunnybank Road, Unsworth, Bury",BL9 8EB,E05000686,Unsworth,E08000002,Bury,-2.285579,53.561416
4361,Christ Church CEP School,"Church Street, Walshaw, Bury",BL8 3AX,E05000685,Tottington,E08000002,Bury,-2.338118,53.602906
4494,Wesley Methodist Primary School,"Forth Road, Radcliffe",M26 4PX,E05000679,Radcliffe North,E08000002,Bury,-2.339099,53.570653
4398,Seedfield Methodist Church,"Linton Avenue, Bury",BL9 6PQ,E05000675,Moorside,E08000002,Bury,-2.290399,53.607993
4564,Sedgley Community Hub,"Bishops Road, Prestwich",M25 0HT,E05000684,Sedgley,E08000002,Bury,-2.265791,53.520809
4466,Blackford Bridge United Reformed Church,"692 Manchester Road, Bury",BL9 9TQ,E05000682,Redvales,E08000002,Bury,-2.293381,53.567545
4340,Mobile At Car Park on Lumb Carr Road,"Ramsbottom, Bury",BL8 4NN,E05000681,Ramsbottom,E08000002,Bury,-2.332238,53.641149
4376,Brandlesholme Community Centre,"Brandlesholme Road, Bury",BL8 1HS,E05000673,Elton,E08000002,Bury,-2.313602,53.608687
4472,Radcliffe Hall C of E Methodist Primary School,"Bury Street, Radcliffe",M26 2GB,E05000678,Radcliffe East,E08000002,Bury,-2.309551,53.565239
4499,Chapelfield,"CP School, Clough Street, Radcliffe",M26 9LH,E05000680,Radcliffe West,E08000002,Bury,-2.31713,53.552826
4390,Woodbank CP School,"Brandlesholme Road, Bury",BL8 1AX,E05000673,Elton,E08000002,Bury,-2.310124,53.602306
4411,New Kershaw Centre,"Deal Street, Bury",BL9 7PZ,E05000672,East,E08000002,Bury,-2.278765,53.595165
4439,Lowercroft CP School,"Ashington Drive, Bury",BL8 2TS,E05000671,Church,E08000002,Bury,-2.338536,53.591013
4382,St James Church Hall,"St James Avenue, Off Walshaw Road, Bury",BL8 1TD,E05000673,Elton,E08000002,Bury,-2.32058,53.600148
4577,Mobile on car park of Ainsworth Arms,"465 Bury and Bolton Road, Radcliffe",M26 4LJ,E05000678,Radcliffe East,E08000002,Bury,-2.346115,53.581131
4445,Manchester Road Community Centre,"Manchester Road, Bury",BL9 9NS,E05000682,Redvales,E08000002,Bury,-2.296595,53.575887
4434,St Stephens CEP School,"Colville Drive, Bury",BL8 2DX,E05000671,Church,E08000002,Bury,-2.32527,53.587012
4520,Mobile At Junction of Sergeants Ln/Ryecroft,Whitefield,M45 7TR,E05000677,Pilkington Park,E08000002,Bury,-2.313576,53.541753
4556,St Andrews Church,"Woodward Road, Prestwich, Manchester",M25 9TY,E05000683,St Mary's,E08000002,Bury,-2.293001,53.520997
4522,Mersey Drive CP School,"Mersey Drive, Whitefield, Manchester",M45 8LN,E05000670,Besses,E08000002,Bury,-2.274975,53.555448
4454,Hollins Community Centre,"Hollins Lane, Bury",BL9 8AT,E05000686,Unsworth,E08000002,Bury,-2.282293,53.568992
4573,The Nursery Unit,"Park View CP School, Park View Road, Prestwich",M25 1FA,E05000684,Sedgley,E08000002,Bury,-2.275783,53.52662
4485,Wesley Methodist Church,"Alma Street Entrance, Radcliffe",M26 4FU,E05000678,Radcliffe East,E08000002,Bury,-2.335771,53.569988
4367,Walshaw Sports Club,"Sycamore Road, Tottington, Bury",BL8 3EG,E05000685,Tottington,E08000002,Bury,-2.33411,53.606342
4430,St Stephens Church,"Stephen Street, Bury",BL8 2PU,E05000671,Church,E08000002,Bury,-2.316561,53.591828
4550,Rainsough Mission Comm Cntr,"Rainsough Brow, Prestwich",M25 9XW,E05000683,St Mary's,E08000002,Bury,-2.28947,53.516609
4347,Holcombe Brook CP School,"Longsight Road, Holcombe Brook, Ramsbottom, Bury",BL0 9SN,E05000676,North Manor,E08000002,Bury,-2.332205,53.629357
4457,Unsworth Library,"Sunny Bank Road, Bury",BL9 8HJ,E05000686,Unsworth,E08000002,Bury,-2.28609,53.561028
4441,Chantlers School,"Foulds Avenue, Bury",BL8 2SF,E05000671,Church,E08000002,Bury,-2.326038,53.592628
4337,St Andrews Church,"Bolton Street, Ramsbottom",BL0 9JD,E05000681,Ramsbottom,E08000002,Bury,-2.320567,53.643941
4436,Greenhill CP School,"Mile Lane, Bury",BL8 2JH,E05000671,Church,E08000002,Bury,-2.334087,53.58806
4395,Salvation Army Citadel,"Brookshaw Street, Bury",BL9 6EB,E05000675,Moorside,E08000002,Bury,-2.287785,53.601669
4539,St Margaret`s Youth and Community Centre,"St Margaret`s Road, Prestwich, Manchester",M25 5QB,E05000674,Holyrood,E08000002,Bury,-2.269862,53.53724
4359,Elton High School,"Walshaw Road, Bury",BL8 1RN,E05000685,Tottington,E08000002,Bury,-2.326856,53.600724
4526,St Michaels Parish Hall,"Ribble Drive, Whitefield",M45 8NJ,E05000670,Besses,E08000002,Bury,-2.285601,53.550991
4563,Mobile on car park of Woodthorpe Hotel,"Bury Old Road, Prestwich",M25 0EG,E05000684,Sedgley,E08000002,Bury,-2.262559,53.522963
4401,St John with St Mark Church Hall,"Parkinson Street, Bury",BL9 6NY,E05000675,Moorside,E08000002,Bury,-2.295031,53.607197
4341,Christ Church Hall,"School Lane, Walmersley, Bury",BL9 5JU,E05000676,North Manor,E08000002,Bury,-2.29677,53.619869
4562,Mobile Van on the Corner Of,"Meade Hill Road, And Windsor Road, Prestwich",M25 0DJ,E05000684,Sedgley,E08000002,Bury,-2.253277,53.52667
4364,Tottington Library,"Market Street, Tottington",BL8 4AA,E05000685,Tottington,E08000002,Bury,-2.340746,53.614294
4344,Rowlands Methodist Church Hall,"Rowlands Road, Summerseat",BL9 5NS,E05000676,North Manor,E08000002,Bury,-2.306739,53.631499
4330,Ramsbottom Library,"Carr Street, Ramsbottom",BL0 9AE,E05000681,Ramsbottom,E08000002,Bury,-2.319349,53.649146
4459,St Bernadettes Social Club,"Selby Avenue, Whitefield, Manchester",M45 8UT,E05000686,Unsworth,E08000002,Bury,-2.293224,53.557624
4542,The Carlton Club,"279 Bury Old Road, Prestwich, Manchester, Manchester",M25 1JA,E05000674,Holyrood,E08000002,Bury,-2.267705,53.53291
4443,Bury East Spoke,"25 Dorset Drive, Bury",BL9 9DN,E05000682,Redvales,E08000002,Bury,-2.28722,53.584981
9458,St Mary of the Angels & St Clare,"St Marys Parish Centre, Elbow Street, Manchester",M19 3PY,E05011369,Levenshulme,E08000003,Manchester,-2.190302,53.443651
10001,NEW POLLING STATION,"St Anne`s Parish Hall, Crescent Avenue, Crumpsall, Manchester",M8 5UD,E05011360,Crumpsall,E08000003,Manchester,-2.236986,53.513239
9378,Moston Lane Primary School,"Nursery Annexe, Whitman Street, Moston, Manchester",M9 4NY,E05011373,Moston,E08000003,Manchester,-2.202586,53.512511
9755,YES Manchester,"115 Briscoe Lane, Newton Heath, Manchester",M40 2TP,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.183431,53.497639
9500,Belle Vue Leisure Centre,"Kirkmanshulme Lane, Longsight, Manchester",M12 4TF,E05011370,Longsight,E08000003,Manchester,-2.191432,53.460289
9432,Union Hall Evangelical Church,"Stretford Road, Hulme, Manchester",M15 6DY,E05011368,Hulme,E08000003,Manchester,-2.243755,53.468256
9854,Castlefield Hotel,"Liverpool Road, Manchester",M3 4JR,E05011361,Deansgate,E08000003,Manchester,-2.25688,53.476516
9369,Broadhurst Primary School,"Williams Road, Moston, Manchester",M40 0BX,E05011373,Moston,E08000003,Manchester,-2.179389,53.507982
9384,St Luke's C of E Primary School,"Langport Avenue, Longsight, Manchester",M12 4NG,E05011351,Ardwick,E08000003,Manchester,-2.210224,53.465488
9871,Abbey Hey Primary Academy,"Abbey Hey Lane, Gorton, Manchester",M18 8PF,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.165392,53.46413
9510,38 Meldon Road,"Anson Estate, Rusholme, Manchester",M13 0TR,E05011377,Rusholme,E08000003,Manchester,-2.203902,53.450587
9779,St Catherine's Community Centre,"School Lane, Didsbury, Manchester",M20 6HS,E05011362,Didsbury East,E08000003,Manchester,-2.221882,53.416255
9607,Ladybarn Community Centre,"Royle Street, Fallowfield, Manchester",M14 6RN,E05011380,Withington,E08000003,Manchester,-2.214919,53.437964
9651,Church of the Nazarene,"Wendover Road, Brooklands, Manchester",M23 9FN,E05011353,Brooklands,E08000003,Manchester,-2.304567,53.405044
9726,RCCG Strongtower Miracle Arena,"Crab Lane, Manchester",M9 8NB,E05011367,Higher Blackley,E08000003,Manchester,-2.23112,53.529762
9332,Holy Trinity Church Hall,"Goodman Street, Blackley, Manchester",M9 4DT,E05011366,Harpurhey,E08000003,Manchester,-2.20713,53.513609
9559,Temporary Building,"Albion Inn Car Park, 576 Burnage Lane, Burnage, Manchester",M19 1NA,E05011354,Burnage,E08000003,Manchester,-2.211163,53.421279
9696,Manchester Enterprise Academy,"Simonsway, Wythenshawe, Manchester",M22 9RH,E05011381,Woodhouse Park,E08000003,Manchester,-2.272103,53.380763
9519,Our Lady's Parish Centre,"Raby Street, Moss Side, Manchester",M16 7JQ,E05011372,Moss Side,E08000003,Manchester,-2.2477,53.457641
9773,Wilbraham St Ninians Church,"Egerton Road South, Chorlton-Cum-Hardy, Manchester",M21 0XJ,E05011358,Chorlton Park,E08000003,Manchester,-2.269116,53.441056
9794,South Manchester Family Church,"Kingsburn Hall, 814 Burnage Lane, Manchester",M19 1RS,E05011362,Didsbury East,E08000003,Manchester,-2.213904,53.418382
9326,Allotments Pavilion,"Hoddesdon St cul-de-sac, off Hazelbottom Road, Lower Crumpsall, Manchester",M8 0GQ,E05011360,Crumpsall,E08000003,Manchester,-2.226632,53.509122
9887,Central Hall,"Oldham Street, Manchester",M1 1JQ,E05011376,Piccadilly,E08000003,Manchester,-2.236058,53.481898
9344,CHANGE OF STATION,"Manchester Youth Zone, 931 Rochdale Road, Harpurhey, Manchester",M9 8AE,E05011366,Harpurhey,E08000003,Manchester,-2.213197,53.514587
9543,St Margaret's C of E Primary School,"Withington Road, Whalley Range, Manchester",M16 8FQ,E05011379,Whalley Range,E08000003,Manchester,-2.258689,53.4495
9997,Temporary Building,"Manchester College, Northenden Campus, Entrance on Moss Hey Drive, Manchester",M23 0DD,E05011374,Northenden,E08000003,Manchester,-2.270694,53.409862
9699,St Marks URC,"Oatlands Road, Woodhouse Park, Manchester",M22 1AH,E05011381,Woodhouse Park,E08000003,Manchester,-2.267716,53.376342
9350,Pike Fold Community School,"Old Market Street, Blackley, Manchester",M9 8QP,E05011367,Higher Blackley,E08000003,Manchester,-2.223766,53.522648
9671,St Lukes Parish Hall,"Brownley Road, Benchill, Wythenshawe, Manchester",M22 4PT,E05011378,Sharston,E08000003,Manchester,-2.255046,53.389295
9399,Elizabeth Gaskell's House,"84 Plymouth Grove, Manchester",M13 9LW,E05011351,Ardwick,E08000003,Manchester,-2.221798,53.463706
9642,Wythenshawe Town FC Social Club,"Timpson Road, Manchester",M23 9LL,E05011353,Brooklands,E08000003,Manchester,-2.29875,53.399178
9360,Moston Children's Centre,"Adrian Street, Moston, Manchester",M40 5EA,E05011373,Moston,E08000003,Manchester,-2.192775,53.507206
9857,Anthony Burgess Foundation,"Chorlton Mill, 3 Cambridge Street, Manchester",M1 5BY,E05011361,Deansgate,E08000003,Manchester,-2.243464,53.472598
9546,Manley Park Primary School,"York Avenue, Whalley Range, Manchester",M16 0AS,E05011379,Whalley Range,E08000003,Manchester,-2.268342,53.449597
9452,NEW POLLING STATION,"Unsworth Park, 20 Chancellors Way, Fallowfield, Manchester",M14 6FZ,E05011377,Rusholme,E08000003,Manchester,-2.211855,53.445502
9866,Gorton Library,"Garratt Way, Gorton, Manchester",M18 8HE,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.174332,53.46292
9689,St Andrew's Church,"Brownley Road, Wythenshawe, Manchester",M22 0DW,E05011381,Woodhouse Park,E08000003,Manchester,-2.259077,53.377098
9319,St Anne's Parish Hall,"Crescent Avenue, Crumpsall, Manchester",M8 5UD,E05011360,Crumpsall,E08000003,Manchester,-2.236986,53.513239
9467,Crowcroft Park Primary School,"Northmoor Road, entrance on Stovell Avenue, Longsight, Manchester",M12 5SY,E05011369,Levenshulme,E08000003,Manchester,-2.189814,53.451986
9965,NEW POLLING STATION,"St George`s Gardens, 1A Spinners Way, Manchester",M15 4UY,E05011368,Hulme,E08000003,Manchester,-2.260044,53.471654
9513,Birchfields Primary School,"Lytham Road, Fallowfield, Manchester",M14 6PL,E05011377,Rusholme,E08000003,Manchester,-2.205503,53.445389
9598,Withington Girls’ School,"100 Wellington Road, Fallowfield, Manchester",M14 6BL,E05011375,Old Moat,E08000003,Manchester,-2.22518,53.439502
9770,Barlow Moor Community Centre,"23 Mersey Bank Avenue, Barlow Moor, Manchester",M21 7NT,E05011358,Chorlton Park,E08000003,Manchester,-2.262092,53.422555
9567,Acacias Primary School,"Alexandra Drive, Burnage, Manchester",M19 2WW,E05011354,Burnage,E08000003,Manchester,-2.199168,53.436591
9752,Church of the Apostle's,"Ridgeway Street, Ancoats, Manchester",M40 7FY,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.215132,53.485802
9746,The Stirling Centre,"Scotland Hall Road, Manchester",M40 2AZ,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.180201,53.49324
9420,Park Inn Hotel,"4 Cheetham Hill Road, Cheetham, Manchester",M4 4EW,E05011356,Cheetham,E08000003,Manchester,-2.241059,53.489546
9729,Bowker Vale Primary School,"Middleton Road, Crumpsall, Manchester",M8 4NB,E05011367,Higher Blackley,E08000003,Manchester,-2.244919,53.531631
9720,Plant Hill Adult Learning Centre,"Plant Hill Road, Higher Blackley, Manchester",M9 0WQ,E05011367,Higher Blackley,E08000003,Manchester,-2.22249,53.529679
9353,Roach Court Community Room,"Hamerton Road, Manchester",M40 7QP,E05011366,Harpurhey,E08000003,Manchester,-2.224687,53.494369
9417,Trinity United Church Hall,"entrance Cheetham Hill Road, Cheetham, Manchester",M8 9LG,E05011356,Cheetham,E08000003,Manchester,-2.240974,53.509087
9390,St Joseph's RC Primary School,"Nursery Annexe, entrance on Daisy Bank Road, Longsight, Manchester",M13 0BT,E05011351,Ardwick,E08000003,Manchester,-2.208961,53.459684
9648,Lawton Moor Methodist Church,"Button Lane, Northern Moor, Manchester",M23 0ND,E05011353,Brooklands,E08000003,Manchester,-2.287649,53.412205
9491,Grange School,"Matthews Lane, Manchester",M12 4GR,E05011370,Longsight,E08000003,Manchester,-2.181122,53.451271
9528,Whalley Range Methodist Church,"51 Withington Road, Moss Side, Manchester",M16 7EX,E05011379,Whalley Range,E08000003,Manchester,-2.258035,53.455741
9298,St Mary's C.E. Primary School,"St Mary's Road, Moston, Manchester",M40 0DF,E05011373,Moston,E08000003,Manchester,-2.178658,53.517007
9677,Crossacres Primary School,"Crossacres Road, Wythenshawe, Manchester",M22 5AD,E05011378,Sharston,E08000003,Manchester,-2.245303,53.386682
9785,Broad Oak Primary School,"Broad Oak Lane, East Didsbury, Manchester",M20 5QB,E05011362,Didsbury East,E08000003,Manchester,-2.227511,53.402528
9313,Crumpsall Community Hall,"Formerly known as St Matthew`s Parish Hall, Cleveland Road, Crumpsall, Manchester",M8 4QU,E05011360,Crumpsall,E08000003,Manchester,-2.232575,53.520016
9692,Wythenshawe Community Church,"94 Crossacres Road, Manchester",M22 5BS,E05011378,Sharston,E08000003,Manchester,-2.251779,53.383396
9804,Christ Church Parish Hall,"Princess Road, entrance on Darley Avenue, West Didsbury, Manchester",M20 2ZD,E05011363,Didsbury West,E08000003,Manchester,-2.255864,53.422731
9375,Wellspring Community Church,"Brendon Avenue, Harpurhey, Manchester",M40 9DN,E05011373,Moston,E08000003,Manchester,-2.195031,53.509351
9304,Miners Community Art and Music Centre,"Teddington Road, Manchester",M40 0DJ,E05011355,Charlestown,E08000003,Manchester,-2.176124,53.516822
9595,Old Moat Primary School,"entrance on Hough Road, Withington, Manchester",M20 3FN,E05011375,Old Moat,E08000003,Manchester,-2.236833,53.434606
9531,The Phil Martin Centre,"137-139 Princess Road, Moss Side, Manchester",M14 4RE,E05011372,Moss Side,E08000003,Manchester,-2.244746,53.454663
9816,Cavendish Primary School,"Cavendish Road, West Didsbury, Manchester",M20 1JG,E05011363,Didsbury West,E08000003,Manchester,-2.241527,53.428648
9570,Oswald Road Primary School,"Oswald Road, entrance off Nicolas Road, Chorlton, Manchester",M21 9PL,E05011357,Chorlton,E08000003,Manchester,-2.279215,53.445267
9869,Gorton North Sure Start Centre (St James Site),"Stelling Street, Gorton, Manchester",M18 8LW,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.171237,53.464409
9782,Didsbury CE Primary School,"Elm Grove, Didsbury, Manchester",M20 6RL,E05011362,Didsbury East,E08000003,Manchester,-2.230998,53.415914
9645,St Aidan's Centre,"230a Wythenshawe Road, entrance on Northolt Road, Northern Moor, Manchester",M23 0PH,E05011353,Brooklands,E08000003,Manchester,-2.285109,53.408049
9476,Levenshulme Inspire,"747 Stockport Road, Manchester",M19 3AR,E05011369,Levenshulme,E08000003,Manchester,-2.191513,53.448019
9656,Benchill Community Centre,"Benchill Road, Benchill, Wythenshawe, Manchester",M22 8EJ,E05011374,Northenden,E08000003,Manchester,-2.266306,53.393657
9797,Parrs Wood High School,"(Parrs Wood Sixth Form Building), Wilmslow Road, Manchester",M20 5PG,E05011362,Didsbury East,E08000003,Manchester,-2.219511,53.408664
9702,St Anthonys RC Primary School,"Dunkery Road, Woodhouse Park, Manchester",M22 0NT,E05011381,Woodhouse Park,E08000003,Manchester,-2.262107,53.373577
9639,Sandilands Primary School,"Infant Department, Wendover Road, Brooklands, Manchester",M23 9JX,E05011353,Brooklands,E08000003,Manchester,-2.308835,53.402462
9356,St Dunstan`s Parish Centre,"95 Kenyon Lane, Manchester",M40 9DL,E05011373,Moston,E08000003,Manchester,-2.195082,53.510528
9405,Ukrainian Cultural Centre,"31 Smedley Lane, Cheetham, Manchester",M8 8XB,E05011356,Cheetham,E08000003,Manchester,-2.232127,53.504250999999996
9338,St Augustine's CE Primary School,"St Augustine Street, Monsall, Manchester",M40 8PL,E05011366,Harpurhey,E08000003,Manchester,-2.211282,53.499427
9849,Seymour Road Academy,"Nursery Department, Seymour Road South, Clayton, Manchester",M11 4PR,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.170786,53.483465
9860,Innside Manchester,"1 First Street, Manchester",M15 4FN,E05011361,Deansgate,E08000003,Manchester,-2.246597,53.472932
9507,Birch Community Centre,"Brighton Grove, entrance on Danes Road, Rusholme, Manchester",M14 5JT,E05011377,Rusholme,E08000003,Manchester,-2.2156,53.450405
10003,NEW POLLING STATION,"Didsbury Baptist Church, Beaver Road / School Lane, Didsbury, Manchester",M20 6SX,E05011362,Didsbury East,E08000003,Manchester,-2.228901,53.417662
9435,Wesleyan Holiness Centre,"150 Boundary Lane, Hulme, Manchester",M15 6NW,E05011368,Hulme,E08000003,Manchester,-2.239995,53.463931
9307,Moston Fields Primary School,"Croft Hill Road / Tyndall Avenue, Moston, Manchester",M40 9PP,E05011373,Moston,E08000003,Manchester,-2.193966,53.517038
9877,Aspinal Methodist Church,"Reddish Lane, Gorton, Manchester",M18 7JH,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.159746,53.456731
9522,Greenheys Centre,"Upper Lloyd Street, Moss Side, Manchester",M14 4HZ,E05011372,Moss Side,E08000003,Manchester,-2.236145,53.457205
9381,Medlock Primary School,"Wadeson Road, Chorlton-on-Medlock, Manchester",M13 9UJ,E05011351,Ardwick,E08000003,Manchester,-2.22454,53.469802
9908,Sacred Heart Parish Centre,"Floatshall Road, Baguley, Manchester",M23 1HP,E05011352,Baguley,E08000003,Manchester,-2.289483,53.396524
9891,NEW POLLING STATION,"Welcome Centre, Brentfield Avenue, Manchester",M8 0TW,E05011356,Cheetham,E08000003,Manchester,-2.241653,53.50389
9714,Higher Blackley Education Village,"Our Lady's High School, Alworth Road, Blackley, Manchester",M9 0RP,E05011367,Higher Blackley,E08000003,Manchester,-2.218631,53.536041
9822,Ashbury Meadow Childrens Centre,"Rylance Street, Beswick, Manchester",M11 3NA,E05011350,Ancoats & Beswick,E08000003,Manchester,-2.206387,53.478681
9537,Our Lady's RC Primary School,"Whalley Road, Whalley Range, Manchester",M16 8AW,E05011379,Whalley Range,E08000003,Manchester,-2.265457,53.452911
9874,TDS Cheer & Dance Studio,"(formerly known as Active Me Studios), 194-196 Abbey Hey Lane, Gorton, Manchester",M18 8TW,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.1559,53.467799
9904,NEW POLLING STATION,"Hampton By Hilton Manchester Northern Quarter, 41 Rochdale Road, Manchester",M4 4HT,E05011376,Piccadilly,E08000003,Manchester,-2.233421,53.487914
9683,St Richards Church Hall,"Leominster Drive, Peel Hall, Manchester",M22 5DL,E05011378,Sharston,E08000003,Manchester,-2.247865,53.37998
9788,East Didsbury Methodist Church Hall,"496 Parrs Wood Road, East Didsbury, Manchester",M20 5QQ,E05011362,Didsbury East,E08000003,Manchester,-2.226179,53.40671
9556,St Bernard's Parish Centre,"Burnage Lane, Manchester",M19 1DR,E05011354,Burnage,E08000003,Manchester,-2.201526,53.429494
9446,Union Chapel,"Wellington Road, entrance on Waller Avenue, Fallowfield, Manchester",M14 6EQ,E05011364,Fallowfield,E08000003,Manchester,-2.223191,53.442077
9274,Crosslee Primary School,"Crosslee Road, Blackley, Manchester",M9 6TG,E05011355,Charlestown,E08000003,Manchester,-2.196449,53.529453
9636,Newall Green Baptist Church,"Tuffley Road, Newall Green, Manchester",M23 2SW,E05011352,Baguley,E08000003,Manchester,-2.282786,53.382212
9464,Arcadia Library and Leisure Centre,"Yew Tree Avenue, Manchester",M19 3PH,E05011369,Levenshulme,E08000003,Manchester,-2.192994,53.446066
