area_code,area_name,geography,period,indicator,ethnic_diversity,measure,unit,value
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1336
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1713
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,48
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,247
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,44
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,808
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1887
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,49
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,199
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,14
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1254
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1846
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,114
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,276
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,89
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1155
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2077
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,56
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,316
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,47
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,827
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1701
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,48
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,167
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,44
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,987
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2016
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,42
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,284
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,39
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1658
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2174
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,62
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,384
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,71
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,777
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2062
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,31
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,225
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,50
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1011
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2079
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,63
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,123
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,67
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,887
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2036
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,75
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,198
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,51
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1147
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2228
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,119
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,227
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,81
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,807
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2188
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,26
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,291
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,50
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,642
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2201
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,31
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,266
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,26
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1159
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2035
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,64
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,184
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,72
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,751
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2052
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,28
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,212
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,31
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1225
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2510
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,71
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,350
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,71
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,1287
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,2294
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,56
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,408
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,47
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,687
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1996
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,39
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,351
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,48
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,978
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1903
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,50
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,286
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,42
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Frequency,Households,729
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Frequency,Households,1934
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Frequency,Households,41
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Frequency,Households,288
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Frequency,Households,68
