area_code,area_name,geography,period,indicator,ethnic_diversity,measure,unit,value
E05000826,Davyhulme East,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,269
E05000826,Davyhulme East,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,53
E05000827,Davyhulme West,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1006
E05000827,Davyhulme West,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2811
E05000827,Davyhulme West,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,54
E05000827,Davyhulme West,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,200
E05000827,Davyhulme West,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,37
E05000828,Flixton,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1392
E05000828,Flixton,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2832
E05000828,Flixton,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,63
E05000828,Flixton,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,292
E05000828,Flixton,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,25
E05000829,Gorse Hill,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1544
E05000829,Gorse Hill,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2717
E05000829,Gorse Hill,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,194
E05000829,Gorse Hill,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,449
E05000829,Gorse Hill,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,161
E05000830,Hale Barns,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,957
E05000830,Hale Barns,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2389
E05000830,Hale Barns,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,51
E05000830,Hale Barns,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,348
E05000830,Hale Barns,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,76
E05000831,Hale Central,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1058
E05000831,Hale Central,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2546
E05000831,Hale Central,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,52
E05000831,Hale Central,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,455
E05000831,Hale Central,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,63
E05000832,Longford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1688
E05000832,Longford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2669
E05000832,Longford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,160
E05000832,Longford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,441
E05000832,Longford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,188
E05000833,Priory,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1779
E05000833,Priory,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2683
E05000833,Priory,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,72
E05000833,Priory,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,416
E05000833,Priory,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,75
E05000835,Sale Moor,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1264
E05000835,Sale Moor,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2677
E05000835,Sale Moor,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,86
E05000835,Sale Moor,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,299
E05000835,Sale Moor,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,71
E05000834,St Mary's,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1390
E05000834,St Mary's,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2937
E05000834,St Mary's,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,106
E05000834,St Mary's,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,284
E05000834,St Mary's,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,95
E05000836,Stretford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1480
E05000836,Stretford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2504
E05000836,Stretford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,158
E05000836,Stretford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,406
E05000836,Stretford,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,121
E05000837,Timperley,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,950
E05000837,Timperley,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2997
E05000837,Timperley,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,43
E05000837,Timperley,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,358
E05000837,Timperley,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,35
E05000838,Urmston,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1662
E05000838,Urmston,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2770
E05000838,Urmston,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,74
E05000838,Urmston,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,340
E05000838,Urmston,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,64
E05000839,Village,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,1324
E05000839,Village,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,2610
E05000839,Village,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,74
E05000839,Village,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,234
E05000839,Village,Electoral ward,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,80
