area_code,area_name,geography,period,indicator,hours_worked_category,measure,unit,value
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,351
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,761
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2519
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,370
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,3733
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,282
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,616
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2036
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,258
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,3621
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,254
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,624
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2434
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,313
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,3631
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,287
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,654
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2161
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,307
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4314
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,386
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,773
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2582
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,301
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4169
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,366
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,732
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2832
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,450
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,3528
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,276
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,600
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,1977
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,262
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4092
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,314
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,674
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2533
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,411
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4619
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,415
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,754
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,3198
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,547
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4491
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,449
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,670
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2075
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,373
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4872
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,355
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,746
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,1970
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,247
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4403
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,328
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,736
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2355
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,292
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,5004
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,381
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,896
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2727
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,342
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4426
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,357
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,739
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2738
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,435
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4188
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,343
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,794
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2549
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,411
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4802
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,396
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,777
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2109
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,317
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4099
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,350
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,689
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2209
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,390
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4837
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,461
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,877
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,3376
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,554
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4882
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,458
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,781
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2723
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,670
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4120
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,463
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,664
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,2236
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,671
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4238
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,457
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,612
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,1854
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,593
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4786
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,474
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,666
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,1763
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,589
