area_code,area_name,geography,period,indicator,socio_economic_classification,measure,unit,value
E05000821,Bowdon,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,301
E05000821,Bowdon,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,498
E05000821,Bowdon,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,504
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2412
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2570
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1428
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,955
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,467
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,969
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,802
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,641
E05000822,Broadheath,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,690
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2063
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2242
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1067
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,724
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,225
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,597
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,433
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,449
E05000823,Brooklands,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,444
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,572
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1200
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,971
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,648
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,552
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,1197
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,1250
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,851
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,491
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1174
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1794
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1084
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,840
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,395
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,1070
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,1211
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,1665
E05000825,Clifford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,1334
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1133
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1834
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1257
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,584
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,427
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,817
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,790
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,561
E05000826,Davyhulme East,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,422
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1182
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2004
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1244
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,741
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,471
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,842
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,795
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,525
E05000827,Davyhulme West,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,446
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1471
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2280
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1277
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,803
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,489
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,823
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,751
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,553
E05000828,Flixton,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,455
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1025
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1900
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1332
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,831
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,463
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,1164
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,1315
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,814
E05000829,Gorse Hill,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,626
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2187
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1863
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,825
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,1010
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,168
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,475
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,309
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,546
E05000830,Hale Barns,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,575
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2657
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2200
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,753
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,819
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,177
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,416
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,290
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,305
E05000831,Hale Central,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,514
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1433
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2110
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1193
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,892
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,403
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,991
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,1101
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,1183
E05000832,Longford,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,937
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2140
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,2314
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1074
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,748
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,377
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,686
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,588
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,514
E05000833,Priory,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,442
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1490
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1914
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1111
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,728
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,394
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,871
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,701
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,640
E05000835,Sale Moor,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,454
E05000834,St Mary's,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1577
E05000834,St Mary's,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1896
E05000834,St Mary's,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,1234
E05000834,St Mary's,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,912
E05000834,St Mary's,Electoral ward,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,397
