area_code,area_name,geography,period,indicator,mode_of_travel,measure,unit,value
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,136
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,10
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,68
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,10
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,6
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1946
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,107
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,84
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,193
E05000823,Brooklands,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,30
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,937
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,33
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,8
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,331
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,23
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,23
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2232
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,207
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,69
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,288
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,34
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2153
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,266
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,53
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,436
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,78
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,12
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1900
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,171
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,245
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,492
E05000825,Clifford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,78
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1669
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,31
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,28
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,141
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,46
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,17
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2204
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,144
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,94
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,278
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,41
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1650
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,28
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,19
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,142
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,22
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,8
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2461
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,160
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,100
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,229
E05000827,Davyhulme West,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,45
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2011
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,22
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,45
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,103
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,26
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,14
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2505
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,171
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,91
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,258
E05000828,Flixton,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,34
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1898
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,112
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,32
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,315
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,84
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,14
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2569
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,220
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,238
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,432
E05000829,Gorse Hill,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,74
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1968
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,39
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,12
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,32
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,12
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,6
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1923
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,110
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,43
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,120
E05000830,Hale Barns,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,38
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2868
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,109
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,28
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,37
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,13
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,4
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1751
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,95
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,59
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,288
E05000831,Hale Central,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,40
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2253
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,293
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,39
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,245
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,62
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,17
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2193
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,163
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,205
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,374
E05000832,Longford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,67
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2856
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,296
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,24
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,93
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,12
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,12
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1927
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,105
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,145
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,330
