area_code,area_name,geography,period,indicator,industry,measure,unit,value
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of other transport equipment,Count,Persons,285
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of furniture,Count,Persons,601
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other Manufacturing,Count,Persons,1434
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Repair and installation of machinery and equipment,Count,Persons,145
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Electricity, gas, steam and air conditioning supply",Count,Persons,1104
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Water collection, treatment and supply",Count,Persons,249
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Sewerage,Count,Persons,58
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Waste collection, treatment and disposal activities; materials recovery",Count,Persons,670
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Remediation activities and other waste management services,Count,Persons,31
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Construction of buildings; Civil engineering; Specialised construction activities,Count,Persons,11004
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Wholesale and retail trade and repair of motor vehicles and motorcycles,Count,Persons,2258
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Wholesale trade, except of motor vehicles and motorcycles",Count,Persons,4249
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Retail trade, except of motor vehicles and motorcycles",Count,Persons,16377
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Wholesale and retail not otherwise specified,Count,Persons,590
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Land transport and transport via pipelines,Count,Persons,3870
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Water transport,Count,Persons,28
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Air transport,Count,Persons,120
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Warehousing and support activities for transportation,Count,Persons,1524
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Postal and courier activities,Count,Persons,2079
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Accommodation,Count,Persons,367
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Food and beverage service activities,Count,Persons,4823
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Publishing activities,Count,Persons,129
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Motion picture, video and television production, sound recording and music publishing activities",Count,Persons,164
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Programming and broadcasting activities,Count,Persons,142
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Telecommunications,Count,Persons,876
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Computer programming, consultancy and related activities",Count,Persons,2236
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Information service activities,Count,Persons,87
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Financial service activities, except insurance and pension funding",Count,Persons,1576
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Insurance, reinsurance and pension funding, except compulsory social security",Count,Persons,1320
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities auxiliary to financial services and insurance activities,Count,Persons,971
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Real estate activities,Count,Persons,1885
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Legal and accounting activities,Count,Persons,3298
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of head offices; management consultancy activities,Count,Persons,630
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Architectural and engineering activities; technical testing and analysis,Count,Persons,1235
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Scientific research and development,Count,Persons,191
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Advertising and market research,Count,Persons,521
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Other professional, scientific and technical activities",Count,Persons,540
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Veterinary activities,Count,Persons,203
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Rental and leasing activities,Count,Persons,504
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Employment activities,Count,Persons,664
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Travel agency, tour operator and other reservation service and related activities",Count,Persons,434
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Security and investigation activities,Count,Persons,955
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Services to buildings and landscape activities,Count,Persons,2691
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Office administrative, office support and other business support activities",Count,Persons,1254
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Public administration and defence; compulsory social security,Count,Persons,6652
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Education,Count,Persons,12031
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Human health activities,Count,Persons,12163
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Residential care activities,Count,Persons,1637
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Social work activities without accommodation,Count,Persons,5488
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Creative, arts and entertainment activities",Count,Persons,493
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Libraries, archives, museums and other cultural activities",Count,Persons,133
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Gambling and betting activities,Count,Persons,301
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Sports activities and amusement and recreation activities,Count,Persons,970
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of membership organisations,Count,Persons,518
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Repair of computers and personal and household goods,Count,Persons,166
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other personal service activities,Count,Persons,2017
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of households as employers of domestic personnel,Count,Persons,22
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Undifferentiated goods- and services-producing activities of private households for own use,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of extraterritorial organisations and bodies,Count,Persons,5
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Crop and animal production, hunting and related service activities",Count,Persons,141
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Forestry and logging,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Fishing and aquaculture,Count,Persons,6
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining of coal and lignite,Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Extraction of crude petroleum and natural gas,Count,Persons,19
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining of metal ores,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other mining and quarrying,Count,Persons,6
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining support service activities,Count,Persons,4
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of food products,Count,Persons,695
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of beverages,Count,Persons,84
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of tobacco products,Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of textiles,Count,Persons,486
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of wearing apparel,Count,Persons,216
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of leather and related products,Count,Persons,27
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Count,Persons,29
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of paper and paper products,Count,Persons,172
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Printing and reproduction of recorded media,Count,Persons,266
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of coke and refined petroleum products,Count,Persons,16
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of chemicals and chemical products,Count,Persons,480
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Count,Persons,172
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of rubber and plastic products,Count,Persons,652
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of other non-metallic mineral products,Count,Persons,94
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of basic metals,Count,Persons,112
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Manufacture of fabricated metal products, except machinery and equipment",Count,Persons,528
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Manufacture of computer, electrical and optical products",Count,Persons,251
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of electrical equipment,Count,Persons,106
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of machinery and equipment not otherwise specified,Count,Persons,283
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Manufacture of motor vehicles, trailers and semi-trailers",Count,Persons,290
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of other transport equipment,Count,Persons,124
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of furniture,Count,Persons,227
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other Manufacturing,Count,Persons,947
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Repair and installation of machinery and equipment,Count,Persons,144
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Electricity, gas, steam and air conditioning supply",Count,Persons,448
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Water collection, treatment and supply",Count,Persons,242
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Sewerage,Count,Persons,30
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Waste collection, treatment and disposal activities; materials recovery",Count,Persons,323
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Remediation activities and other waste management services,Count,Persons,23
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Construction of buildings; Civil engineering; Specialised construction activities,Count,Persons,6955
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Wholesale and retail trade and repair of motor vehicles and motorcycles,Count,Persons,1521
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Wholesale trade, except of motor vehicles and motorcycles",Count,Persons,2689
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Retail trade, except of motor vehicles and motorcycles",Count,Persons,10214
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Wholesale and retail not otherwise specified,Count,Persons,376
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Land transport and transport via pipelines,Count,Persons,2257
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Water transport,Count,Persons,50
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Air transport,Count,Persons,108
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Warehousing and support activities for transportation,Count,Persons,813
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Postal and courier activities,Count,Persons,944
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Accommodation,Count,Persons,377
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Food and beverage service activities,Count,Persons,3277
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Publishing activities,Count,Persons,101
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Motion picture, video and television production, sound recording and music publishing activities",Count,Persons,242
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Programming and broadcasting activities,Count,Persons,225
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Telecommunications,Count,Persons,861
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Computer programming, consultancy and related activities",Count,Persons,1933
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Information service activities,Count,Persons,78
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Financial service activities, except insurance and pension funding",Count,Persons,1344
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Insurance, reinsurance and pension funding, except compulsory social security",Count,Persons,1064
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities auxiliary to financial services and insurance activities,Count,Persons,836
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Real estate activities,Count,Persons,1438
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Legal and accounting activities,Count,Persons,2513
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of head offices; management consultancy activities,Count,Persons,682
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Architectural and engineering activities; technical testing and analysis,Count,Persons,1131
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Scientific research and development,Count,Persons,220
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Advertising and market research,Count,Persons,649
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Other professional, scientific and technical activities",Count,Persons,460
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Veterinary activities,Count,Persons,159
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Rental and leasing activities,Count,Persons,363
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Employment activities,Count,Persons,651
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Travel agency, tour operator and other reservation service and related activities",Count,Persons,331
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Security and investigation activities,Count,Persons,562
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Services to buildings and landscape activities,Count,Persons,1599
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Office administrative, office support and other business support activities",Count,Persons,822
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Public administration and defence; compulsory social security,Count,Persons,5307
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Education,Count,Persons,10114
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Human health activities,Count,Persons,8976
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Residential care activities,Count,Persons,1282
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Social work activities without accommodation,Count,Persons,3750
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Creative, arts and entertainment activities",Count,Persons,544
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Libraries, archives, museums and other cultural activities",Count,Persons,126
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Gambling and betting activities,Count,Persons,214
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Sports activities and amusement and recreation activities,Count,Persons,696
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of membership organisations,Count,Persons,412
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Repair of computers and personal and household goods,Count,Persons,110
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other personal service activities,Count,Persons,1428
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of households as employers of domestic personnel,Count,Persons,14
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Undifferentiated goods- and services-producing activities of private households for own use,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Activities of extraterritorial organisations and bodies,Count,Persons,3
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Crop and animal production, hunting and related service activities",Count,Persons,195
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Forestry and logging,Count,Persons,6
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Fishing and aquaculture,Count,Persons,4
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining of coal and lignite,Count,Persons,4
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Extraction of crude petroleum and natural gas,Count,Persons,72
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining of metal ores,Count,Persons,0
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Other mining and quarrying,Count,Persons,5
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Mining support service activities,Count,Persons,5
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of food products,Count,Persons,1974
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of beverages,Count,Persons,347
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of tobacco products,Count,Persons,17
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of textiles,Count,Persons,352
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of wearing apparel,Count,Persons,868
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),Manufacture of leather and related products,Count,Persons,42
E08000003,Manchester,Local authority,2021-03-21,Industry worked in by usual residents (aged 16 years and over in employment the week before the census),"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Count,Persons,50
