area_code,area_name,geography,period,indicator,religion,measure,unit,value
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,2556
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,3
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,1
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,1
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,6
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,3
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,3
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,3
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,1
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,326
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,3635
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,48
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,70
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,13
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,1379
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,233
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,4
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,2950
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,1
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,1
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,1
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,7
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,8
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,1
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,4
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,2
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,1
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,10
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,3
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,508
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,2538
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,30
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,75
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,30
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,3099
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,299
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,3
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,3
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,5
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,1
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,2123
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,2
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,2
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,11
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,6
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,1
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,2
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,4
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,440
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,5113
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,22
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,41
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,13
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,144
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,11
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,0
