area_code,area_name,geography,period,indicator,religion,measure,unit,value
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,63
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,33
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,0
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,3
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,88
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,511
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,999
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,7
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,5
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,83
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,25
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,4
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,12
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,98
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,449
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,807
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,8
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,20
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,86
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,62
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,8
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,7
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,93
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,436
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,939
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,4
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,45
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,77
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,71
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,1
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,4
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,111
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,345
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,772
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,9
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,67
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,47
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,108
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,20
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,1
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,83
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,603
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,847
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,9
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,15
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,39
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,41
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,0
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,7
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,70
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,741
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,826
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,9
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,161
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,4
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,161
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,5
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,6
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,101
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,761
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,1168
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,21
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,86
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,10
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,99
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,7
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,10
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,141
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,855
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,1296
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,12
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,244
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,7
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,395
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,29
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,25
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,105
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,510
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,634
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,15
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,18
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,3
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,79
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,4
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,2
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,65
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,505
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,842
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,3
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,25
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,13
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,57
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,1
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,5
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,77
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,528
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,766
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,7
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,82
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,4
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,154
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,9
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,1
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,55
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,520
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,837
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,5
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,76
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,6
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,120
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,11
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,14
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,66
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,566
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,776
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,9
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,89
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,4
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,76
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,5
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,2
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,81
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,600
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,902
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,6
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,56
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,13
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,99
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,3
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,5
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,99
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,464
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,751
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,0
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,39
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,7
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,31
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,1
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,0
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,44
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,489
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,634
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,4
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,38
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,7
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,74
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,0
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,12
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,65
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,495
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,799
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Frequency,Persons,9
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Frequency,Persons,37
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Frequency,Persons,3
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Frequency,Persons,52
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Frequency,Persons,8
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Frequency,Persons,3
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Frequency,Persons,83
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Frequency,Persons,565
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Frequency,Persons,752
