name,alias,cqc_id,tel,address,postcode,area_name,area_code,lat,long
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
ABL Health Limited,NA,1-780038013,1204570999,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,Bolton,E08000001,53.550328,-2.429374
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Nuffield Health Wellbeing Centre Manchester,NA,1-102643516,1618738112,"East Pavilion, Harbour City, Salford",M50 3SP,Salford,E08000006,53.473779,-2.290235
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Huntley Mount Medical Centre,NA,1-1098199366,1617616677,"Huntley Mount Road, Bury",BL9 6JA,Bury,E08000002,53.600201,-2.27859
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Samedaydoctor Manchester Clinic,NA,1-281960460,1618277868,"28 Queen Street, Manchester",M2 5HX,Manchester,E08000003,53.479455,-2.247283
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Manchester Orthopaedic Clinical Services,NA,1-1079874105,1617070110,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,Salford,E08000006,53.490371,-2.340837
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Skin Medical Manchester,NA,1-101634797,1618397663,"20 St Ann's Square, Manchester",M2 7HG,Manchester,E08000003,53.48219,-2.246198
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
Doctorcall Manchester,NA,1-115033705,8442579507,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,Manchester,E08000003,53.48284,-2.245632
